original_concept_id,original_code,original_name,original_vocab,snomed_concept_id,snomed_concept_code,snomed_concept_name,snomed_vocab,mapping_relationship,frequency
3028653,2030-5,Carboxyhemoglobin/Hemoglobin.total in Arterial blood,LOINC,4017625,104569000,"Carboxyhemoglobin measurement, quantitative",SNOMED,Subsumes,223762
3023081,20563-3,Carboxyhemoglobin/Hemoglobin.total in Blood,LOINC,4017625,104569000,"Carboxyhemoglobin measurement, quantitative",SNOMED,Subsumes,212328
3000330,5811-5,Specific gravity of Urine by Test strip,LOINC,35609595,1083751000000108,Urine specific gravity,SNOMED,Is a,206372
3004789,3034-6,Transferrin [Mass/volume] in Serum or Plasma,LOINC,4235029,359982005,Transferrin measurement,SNOMED,Subsumes,205752
3028437,2089-1,Cholesterol in LDL [Mass/volume] in Serum or Plasma,LOINC,4012479,113079009,Low density lipoprotein cholesterol measurement,SNOMED,Is a,189747
3011397,5794-3,Hemoglobin [Presence] in Urine by Test strip,LOINC,4077492,275714003,Urine dipstick for hemoglobin,SNOMED,Is a,188229
3008295,2692-2,Osmolality of Serum or Plasma,LOINC,4268330,62970001,Osmolarity,SNOMED,Is a,184526
40769783,67151-1,Troponin T.cardiac [Mass/volume] in Serum or Plasma by High sensitivity method,LOINC,4020703,105001004,Troponin T cardiac measurement,SNOMED,Is a,183493
3036987,2284-8,Folate [Mass/volume] in Serum or Plasma,LOINC,4017648,104660009,Folic acid measurement,SNOMED,Is a,176758
3037278,1863-0,Anion gap 4 in Serum or Plasma,LOINC,4193435,312474003,Blood electrolyte measurement,SNOMED,Subsumes,175676
3018920,4092-3,Vancomycin [Mass/volume] in Serum or Plasma --trough,LOINC,4286674,68939003,Vancomycin measurement,SNOMED,Is a,174914
3016436,2532-0,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma,LOINC,4098519,250644007,LDH blood measurement,SNOMED,Subsumes,174473
3013171,27297-1,Leukocyte esterase [Units/volume] in Urine,LOINC,4098200,252385000,Urine dipstick for leukocyte esterase,SNOMED,Subsumes,172782
3013707,4537-7,Erythrocyte sedimentation rate by Westergren method,LOINC,4212065,416838001,Erythrocyte sedimentation rate measurement,SNOMED,Subsumes,171331
3026910,2324-2,Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma,LOINC,4289475,69480007,Gamma glutamyl transferase measurement,SNOMED,Subsumes,168913
3005715,20578-1,Vancomycin [Mass/volume] in Serum or Plasma,LOINC,4286674,68939003,Vancomycin measurement,SNOMED,Subsumes,168151
3006513,20505-4,Bilirubin.total [Mass/volume] in Urine by Test strip,LOINC,4098199,252384001,Urine dipstick for bilirubin,SNOMED,Is a,167708
3009105,20409-9,Erythrocytes [#/volume] in Urine by Test strip,LOINC,4030871,14089001,Red blood cell count,SNOMED,Is a,167707
3009531,20407-3,Nitrite [Mass/volume] in Urine by Test strip,LOINC,4120299,302791006,Urine dipstick for nitrite,SNOMED,Is a,167705
3019800,6598-7,Troponin T.cardiac [Mass/volume] in Serum or Plasma,LOINC,4020703,105001004,Troponin T cardiac measurement,SNOMED,Is a,163158
3046279,33959-8,Procalcitonin [Mass/volume] in Serum or Plasma,LOINC,44791466,284031000000106,Procalcitonin measurement,SNOMED,Is a,163114
3035350,2514-8,Ketones [Presence] in Urine by Test strip,LOINC,4006392,10187009,"Ketone bodies measurement, qualitative",SNOMED,Subsumes,161813
3000764,3390-2,Benzodiazepines [Presence] in Urine,LOINC,4150340,271070001,"Benzodiazepine measurement, urine",SNOMED,Is a,154522
3002020,3377-9,Barbiturates [Presence] in Urine,LOINC,4103511,28862001,"Barbiturates measurement, qualitative",SNOMED,Is a,154504
3016879,3397-7,Cocaine [Presence] in Urine,LOINC,4153114,271072009,"Cocaine measurement, urine",SNOMED,Is a,153250
3007950,3107-0,Urobilinogen [Mass/volume] in Urine,LOINC,4283360,67410005,"Urobilinogen measurement, urine",SNOMED,Subsumes,151933
3028300,3427-2,Cannabinoids [Presence] in Urine,LOINC,4193433,312467008,Urine cannabinoid measurement,SNOMED,Is a,151454
3011958,16362-6,Ammonia [Moles/volume] in Plasma,LOINC,37151757,15371000237102,Ammonia molar concentration in plasma,SNOMED,Subsumes,146717
3012920,5643-2,Ethanol [Mass/volume] in Serum or Plasma,LOINC,4326820,430837008,Ethanol measurement,SNOMED,Subsumes,146230
3019170,11580-8,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.005 mIU/L,LOINC,4246879,61167004,Thyroid stimulating hormone measurement,SNOMED,Is a,139055
3012388,19213-8,pH of Mixed venous blood,LOINC,4215028,81065003,pH measurement,SNOMED,Is a,138125
3013603,2857-1,Prostate specific Ag [Mass/volume] in Serum or Plasma,LOINC,4272032,63476009,Prostate specific antigen measurement,SNOMED,Is a,136919
3021513,19212-0,Carbon dioxide [Partial pressure] in Mixed venous blood,LOINC,4192889,394957003,Mixed venous carbon dioxide level,SNOMED,Subsumes,135760
3025817,19229-4,Bicarbonate [Moles/volume] in Mixed venous blood,LOINC,4227915,88645003,Bicarbonate measurement,SNOMED,Subsumes,135618
3038071,19211-2,Oxygen [Partial pressure] in Mixed venous blood,LOINC,4096222,250562006,Measurement of oxygen dissolved in mixed venous blood,SNOMED,Subsumes,132752
3027008,3879-4,Opiates [Presence] in Urine,LOINC,4006916,10140002,Qualitative measurement of opiate agonist,SNOMED,Is a,129629
3013201,1952-1,Beta-2-Microglobulin [Mass/volume] in Serum or Plasma,LOINC,4216186,81410005,Beta-2-microglobulin measurement,SNOMED,Subsumes,129261
3017925,6793-4,Prealbumin [Mass/volume] in Serum or Plasma by Immunoassay,LOINC,4020695,104986001,Transthyretin measurement,SNOMED,Is a,128565
3031248,41650-3,Chloride [Moles/volume] in Arterial blood,LOINC,4019545,104589004,"Chloride measurement, blood",SNOMED,Is a,127672
3023001,19234-4,Base excess in Mixed venous blood by calculation,LOINC,4227915,88645003,Bicarbonate measurement,SNOMED,Subsumes,126006
3003129,1926-5,Base excess in Capillary blood by calculation,LOINC,4194291,312471006,Blood bicarbonate measurement,SNOMED,Is a,123656
46235078,77142-8,"Potassium [Moles/volume] in Serum, Plasma or Blood",LOINC,4245152,59573005,Potassium measurement,SNOMED,Is a,123141
3002582,30391-7,Erythrocytes [#/volume] in Urine,LOINC,4030871,14089001,Red blood cell count,SNOMED,Subsumes,122810
3007164,2458-8,IgA [Mass/volume] in Serum or Plasma,LOINC,4135810,31651002,Immunoglobulin A measurement,SNOMED,Subsumes,120349
3009609,2026-3,"Carbon dioxide, total [Moles/volume] in Arterial blood",LOINC,37173195,57951000237108,"Carbon dioxide, total (calculated) molar concentration in arterial blood",SNOMED,Subsumes,116004
3026782,2695-5,Osmolality of Urine,LOINC,4268330,62970001,Osmolarity,SNOMED,Is a,113841
3001490,30392-5,Nucleated erythrocytes [#/volume] in Blood,LOINC,4012826,165426009,Nucleated red blood cell count procedure,SNOMED,Is a,111122
3035521,35672-5,Bilirubin.direct/Bilirubin.total in Serum or Plasma,LOINC,4118986,302787001,Bilirubin measurement,SNOMED,Subsumes,109271
3028026,2472-9,IgM [Mass/volume] in Serum or Plasma,LOINC,4164130,45764000,Immunoglobulin M measurement,SNOMED,Is a,108297
3019762,11579-0,Thyrotropin [Units/volume] in Serum or Plasma by Detection limit <= 0.05 mIU/L,LOINC,4246879,61167004,Thyroid stimulating hormone measurement,SNOMED,Is a,106161
3018465,19224-5,Oxygen saturation in Mixed venous blood,LOINC,4020553,104847001,Oxygen saturation measurement,SNOMED,Subsumes,106010
3015183,30341-2,Erythrocyte sedimentation rate,LOINC,4212065,416838001,Erythrocyte sedimentation rate measurement,SNOMED,Subsumes,102557
3024928,2711-0,Oxygen saturation in Venous blood,LOINC,4020553,104847001,Oxygen saturation measurement,SNOMED,Subsumes,98320
3005719,2465-3,IgG [Mass/volume] in Serum or Plasma,LOINC,4163378,45293001,Immunoglobulin G measurement,SNOMED,Is a,96775
3018405,2518-9,Lactate [Moles/volume] in Arterial blood,LOINC,4191725,394960005,Arterial blood lactate level,SNOMED,Is a,94124
3015235,1961-2,Bicarbonate [Moles/volume] in Capillary blood,LOINC,4227915,88645003,Bicarbonate measurement,SNOMED,Subsumes,94110
3036180,3773-9,Methadone [Presence] in Urine,LOINC,4154346,271073004,"Methadone measurement, urine",SNOMED,Subsumes,92680
3013801,13955-0,Hepatitis C virus Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,4273104,64411004,Hepatitis C antibody measurement,SNOMED,Is a,89620
3009682,2143-6,Cortisol [Mass/volume] in Serum or Plasma,LOINC,4265057,62037009,Cortisol measurement,SNOMED,Is a,87291
3028626,2704-5,Oxygen [Partial pressure] in Capillary blood,LOINC,4021125,104846005,Oxygen measurement,SNOMED,Subsumes,85686
43533607,73582-9,Anion gap 4 in Blood,LOINC,4193435,312474003,Blood electrolyte measurement,SNOMED,Subsumes,84140
3031569,42637-9,Natriuretic peptide B [Mass/volume] in Blood,LOINC,4307029,390917008,Brain natriuretic peptide measurement,SNOMED,Subsumes,82587
3039426,51733-4,Oxygen saturation Calculated from oxygen partial pressure in Arterial blood,LOINC,4020553,104847001,Oxygen saturation measurement,SNOMED,Subsumes,82328
3018572,2069-3,Chloride [Moles/volume] in Blood,LOINC,4019545,104589004,"Chloride measurement, blood",SNOMED,Subsumes,82221
3011965,3095-7,Urea nitrogen [Mass/volume] in Urine,LOINC,4020122,105013009,"Urea nitrogen measurement, urine",SNOMED,Is a,80704
3015586,30451-9,Segmented neutrophils [#/volume] in Blood,LOINC,4015164,104096007,"Segmented neutrophil count, blood",SNOMED,Subsumes,79904
3017143,16128-1,Hepatitis C virus Ab [Presence] in Serum,LOINC,4273104,64411004,Hepatitis C antibody measurement,SNOMED,Subsumes,78486
40760528,57416-0,Thyrotropin receptor Ab [Units/volume] in Serum by Immunoassay,LOINC,37172583,53131000237109,TSH (thyroid stimulating hormone) receptor antibody arbitrary concentration in serum,SNOMED,Is a,78337
3007463,3414-0,Buprenorphine [Presence] in Urine,LOINC,4021442,105094004,Buprenorphine measurement,SNOMED,Subsumes,78057
3016038,2828-2,Potassium [Moles/volume] in Urine,LOINC,4245152,59573005,Potassium measurement,SNOMED,Is a,76241
3012336,4542-7,Haptoglobin [Mass/volume] in Serum or Plasma,LOINC,40481003,443308002,Measurement of haptoglobin,SNOMED,Is a,75860
3007733,2078-4,Chloride [Moles/volume] in Urine,LOINC,4033092,14663000,"Chloride measurement, urine",SNOMED,Is a,74905
3037663,41647-9,"Carbon dioxide, total [Moles/volume] in Arterial blood by calculation",LOINC,37173195,57951000237108,"Carbon dioxide, total (calculated) molar concentration in arterial blood",SNOMED,Is a,74302
3034860,36916-5,Kappa light chains.free [Mass/volume] in Serum,LOINC,37172908,55611000237105,Kappa free light chains mass concentration in serum,SNOMED,Is a,72462
3019510,5196-1,Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Immunoassay,LOINC,4168615,47758006,Hepatitis B surface antigen measurement,SNOMED,Is a,71630
3001110,1783-0,Alkaline phosphatase [Enzymatic activity/volume] in Blood,LOINC,4230636,88810008,Alkaline phosphatase measurement,SNOMED,Subsumes,70200
