original_concept_id,original_code,original_name,original_vocab,snomed_concept_id,snomed_concept_code,snomed_concept_name,snomed_vocab,mapping_relationship,frequency
2741878,0BJ08ZZ,"Inspection of Tracheobronchial Tree, Via Natural or Artificial Opening Endoscopic",ICD10PCS,4290594,37270008,Endoscope,SNOMED,Using acc device,11896
2787518,4A133B1,"Monitoring of Arterial Pressure, Peripheral, Percutaneous Approach",ICD10PCS,4177209,42826002,Systemic arterial pressure monitoring,SNOMED,Is a,11467
2749119,0DJ08ZZ,"Inspection of Upper Intestinal Tract, Via Natural or Artificial Opening Endoscopic",ICD10PCS,4146765,30315005,Structure of small intestine,SNOMED,Has dir proc site,10951
2008009,96.72,Continuous invasive mechanical ventilation for 96 consecutive hours or more,ICD9Proc,4065366,20139000,Structure of respiratory system,SNOMED,Has proc site,10632
2780523,0VTTXZZ,"Resection of Prepuce, External Approach",ICD10PCS,4029572,108044001,Penis excision,SNOMED,Is a,9994
2722637,009U3ZX,"Drainage of Spinal Canal, Percutaneous Approach, Diagnostic",ICD10PCS,4013298,103388001,Percutaneous approach,SNOMED,Access of,9923
2726186,02H633Z,"Insertion of Infusion Device into Right Atrium, Percutaneous Approach",ICD10PCS,4045049,129284003,Surgical action,SNOMED,Has method,9644
2779574,0W9G3ZZ,"Drainage of Peritoneal Cavity, Percutaneous Approach",ICD10PCS,4013298,103388001,Percutaneous approach,SNOMED,Has access,9633
2008241,99.07,Transfusion of other serum,ICD9Proc,4194767,67922002,Serum,SNOMED,Has dir subst,9449
2008340,99.55,Prophylactic administration of vaccine against other diseases,ICD9Proc,4044700,129445006,Administration - action,SNOMED,Method of,9413
40756786,38.97,Central venous catheter placement with guidance,ICD9Proc,4106470,257867005,Insertion - action,SNOMED,Has method,9378
2787522,4A133J1,"Monitoring of Arterial Pulse, Peripheral, Percutaneous Approach",ICD10PCS,4224504,8499008,Pulse,SNOMED,Has focus,9307
2745447,0BH18EZ,"Insertion of Endotracheal Airway into Trachea, Via Natural or Artificial Opening Endoscopic",ICD10PCS,4195956,44567001,Tracheal structure,SNOMED,Has dir proc site,9296
2000037,00.40,Procedure on single vessel,ICD9Proc,4040551,118804001,Procedure on blood vessel,SNOMED,Is a,9040
2724740,02100Z9,"Bypass Coronary Artery, One Artery from Left Internal Mammary, Open Approach",ICD10PCS,4044378,129236007,Open approach,SNOMED,Has access,8731
40661971,G0424,"Pulmonary rehabilitation, including exercise (includes monitoring), one hour, per session, up to two sessions per day (Deprecated)",HCPCS,4035793,15081005,Pulmonary rehabilitation,SNOMED,Subsumes,8545
2788030,5A12012,"Performance of Cardiac Output, Single, Manual",ICD10PCS,4217142,80891009,Heart structure,SNOMED,Has proc site,8417
2788044,5A2204Z,"Restoration of Cardiac Rhythm, Single",ICD10PCS,4217142,80891009,Heart structure,SNOMED,Proc site of,8374
2618131,H0032,Mental health service plan development by non-physician,HCPCS,4162085,399684003,Development of care plan,SNOMED,Subsumes,8321
2748600,0DH63UZ,"Insertion of Feeding Device into Stomach, Percutaneous Approach",ICD10PCS,4042680,118830002,Procedure on stomach,SNOMED,Is a,8042
2788019,5A09457,"Assistance with Respiratory Ventilation, 24-96 Consecutive Hours, Continuous Positive Airway Pressure",ICD10PCS,4163858,45444009,Ventilation,SNOMED,Has focus,7859
2756552,0JH63XZ,"Insertion of Tunneled Vascular Access Device into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10PCS,4045049,129284003,Surgical action,SNOMED,Has method,7562
43018325,5A1D90Z,"Performance of Urinary Filtration, Continuous, Greater than 18 hours Per Day",ICD10PCS,4042840,118961005,Introduction to urinary tract,SNOMED,Is a,7490
2788723,30233R1,"Transfusion of Nonautologous Platelets into Peripheral Vein, Percutaneous Approach",ICD10PCS,4013298,103388001,Percutaneous approach,SNOMED,Access of,7048
2779527,0W9930Z,"Drainage of Right Pleural Cavity with Drainage Device, Percutaneous Approach",ICD10PCS,4013298,103388001,Percutaneous approach,SNOMED,Has access,7021
2618103,H0004,"Behavioral health counseling and therapy, per 15 minutes",HCPCS,42538685,762449006,Behavioral counseling,SNOMED,Subsumes,6747
2002685,45.13,Other endoscopy of small intestine,ICD9Proc,4146765,30315005,Structure of small intestine,SNOMED,Has dir proc site,6628
2781595,0WJ0XZZ,"Inspection of Head, External Approach",ICD10PCS,4201409,302199004,Examination - action,SNOMED,Has method,6594
2788711,30233K1,"Transfusion of Nonautologous Frozen Plasma into Peripheral Vein, Percutaneous Approach",ICD10PCS,4013298,103388001,Percutaneous approach,SNOMED,Has access,6569
2786067,B24DZZZ,Ultrasonography of Pediatric Heart,ICD10PCS,4217142,80891009,Heart structure,SNOMED,Has dir proc site,6561
2742827,09JKXZZ,"Inspection of Nasal Mucosa and Soft Tissue, External Approach",ICD10PCS,4168710,274794006,Examination of nose,SNOMED,Is a,6548
2795859,HZ2ZZZZ,Detoxification Services for Substance Abuse Treatment,ICD10PCS,4283824,67516001,Detoxification therapy,SNOMED,Is a,6491
2731827,04HY32Z,"Insertion of Monitoring Device into Lower Artery, Percutaneous Approach",ICD10PCS,4040722,118955007,Implantation to cardiovascular system,SNOMED,Is a,6468
2786481,3E0436Z,"Introduction of Nutritional Substance into Central Vein, Percutaneous Approach",ICD10PCS,4013298,103388001,Percutaneous approach,SNOMED,Has access,6231
1314325,G0493,"Skilled services of a registered nurse (rn) for the observation and assessment of the patient's condition, each 15 minutes (the change in the patient's condition requires skilled nursing personnel to identify and evaluate the patient's need for possibl...",HCPCS,4321906,9632001,Nursing procedure,SNOMED,Subsumes,6084
2788275,3E0G76Z,"Introduction of Nutritional Substance into Upper GI, Via Natural or Artificial Opening",ICD10PCS,4133895,262202000,Therapeutic,SNOMED,Has intent,5749
2779536,0W9B30Z,"Drainage of Left Pleural Cavity with Drainage Device, Percutaneous Approach",ICD10PCS,4013298,103388001,Percutaneous approach,SNOMED,Access of,5722
2785786,3E0T3BZ,"Introduction of Anesthetic Agent into Peripheral Nerves and Plexi, Percutaneous Approach",ICD10PCS,4013298,103388001,Percutaneous approach,SNOMED,Has access,5707
2617324,G0239,"Therapeutic procedures to improve respiratory function or increase strength or endurance of respiratory muscles, two or more individuals (includes monitoring)",HCPCS,4259231,410198006,Respiratory function management,SNOMED,Is a,5620
2788800,8E09XBZ,Computer Assisted Procedure of Head and Neck Region,ICD10PCS,4117981,257903006,Repair - action,SNOMED,Has method,5578
2788033,5A1223Z,"Performance of Cardiac Pacing, Continuous",ICD10PCS,4087901,18590009,Cardiac pacing,SNOMED,Is a,5555
1314327,G0495,"Skilled services of a registered nurse (rn), in the training and/or education of a patient or family member, in the home health or hospice setting, each 15 minutes",HCPCS,4321906,9632001,Nursing procedure,SNOMED,Is a,5362
2008267,99.21,Injection of antibiotic,ICD9Proc,4133895,262202000,Therapeutic,SNOMED,Has intent,5061
2749131,0DJD8ZZ,"Inspection of Lower Intestinal Tract, Via Natural or Artificial Opening Endoscopic",ICD10PCS,4034270,113276009,Intestinal structure,SNOMED,Has dir proc site,5018
2000042,00.45,Insertion of one vascular stent,ICD9Proc,4106470,257867005,Insertion - action,SNOMED,Has method,4995
2008005,96.6,Enteral infusion of concentrated nutritional substances,ICD9Proc,4190196,373453009,Nutritional supplement,SNOMED,Has dir subst,4980
2788077,6A601ZZ,"Phototherapy of Skin, Multiple",ICD10PCS,4219601,39937001,Skin structure,SNOMED,Has dir proc site,4971
2787815,5A02210,"Assistance with Cardiac Output using Balloon Pump, Continuous",ICD10PCS,4180941,363691001,Procedure categorized by device involved,SNOMED,Is a,4962
2744046,06HY33Z,"Insertion of Infusion Device into Lower Vein, Percutaneous Approach",ICD10PCS,4040722,118955007,Implantation to cardiovascular system,SNOMED,Is a,4876
2725905,027034Z,"Dilation of Coronary Artery, One Artery with Drug-eluting Intraluminal Device, Percutaneous Approach",ICD10PCS,4184832,41339005,Coronary angioplasty,SNOMED,Is a,4865
2746773,0DB68ZX,"Excision of Stomach, Via Natural or Artificial Opening Endoscopic, Diagnostic",ICD10PCS,4288283,69695003,Stomach structure,SNOMED,Has dir proc site,4803
1781160,5A0935A,"Assistance with Respiratory Ventilation, Less than 24 Consecutive Hours, High Flow/Velocity Cannula",ICD10PCS,4238738,91251008,Physical therapy procedure,SNOMED,Subsumes,4793
2741589,0B21XFZ,"Change Tracheostomy Device in Trachea, External Approach",ICD10PCS,4195956,44567001,Tracheal structure,SNOMED,Has proc site,4767
2008395,99.83,Other phototherapy,ICD9Proc,4151902,31394004,Light therapy,SNOMED,Is a,4714
2788973,30243N1,"Transfusion of Nonautologous Red Blood Cells into Central Vein, Percutaneous Approach",ICD10PCS,4013298,103388001,Percutaneous approach,SNOMED,Has access,4617
40658719,G0422,"Intensive cardiac rehabilitation; with or without continuous ecg monitoring with exercise, per session",HCPCS,4209116,313395003,Cardiac rehabilitation,SNOMED,Is a,4591
2779529,0W993ZZ,"Drainage of Right Pleural Cavity, Percutaneous Approach",ICD10PCS,4013298,103388001,Percutaneous approach,SNOMED,Has access,4573
2617354,G0269,"Placement of occlusive device into either a venous or arterial access site, post surgical or interventional procedure (e.g., angioseal plug, vascular plug)",HCPCS,4040551,118804001,Procedure on blood vessel,SNOMED,Is a,4557
2779051,0W3P8ZZ,"Control Bleeding in Gastrointestinal Tract, Via Natural or Artificial Opening Endoscopic",ICD10PCS,4290594,37270008,Endoscope,SNOMED,Using acc device,4490
2748642,0CJS8ZZ,"Inspection of Larynx, Via Natural or Artificial Opening Endoscopic",ICD10PCS,4201409,302199004,Examination - action,SNOMED,Has method,4473
2788076,6A600ZZ,"Phototherapy of Skin, Single",ICD10PCS,4219601,39937001,Skin structure,SNOMED,Has dir proc site,4441
2786549,4A023N8,"Measurement of Cardiac Sampling and Pressure, Bilateral, Percutaneous Approach",ICD10PCS,4044177,129266000,Measurement - action,SNOMED,Has method,4364
2743152,0B9D8ZX,"Drainage of Right Middle Lung Lobe, Via Natural or Artificial Opening Endoscopic, Diagnostic",ICD10PCS,4171200,49281003,Diagnostic procedure on lower respiratory tract,SNOMED,Is a,4364
2735488,06BQ4ZZ,"Excision of Left Saphenous Vein, Percutaneous Endoscopic Approach",ICD10PCS,4290594,37270008,Endoscope,SNOMED,Using acc device,4256
2617366,G0283,"Electrical stimulation (unattended), to one or more areas for indication(s) other than wound care, as part of a therapy plan of care",HCPCS,4236835,57942008,Therapeutic electrical stimulation,SNOMED,Is a,4203
40661615,G0423,"Intensive cardiac rehabilitation; with or without continuous ecg monitoring; without exercise, per session",HCPCS,4209116,313395003,Cardiac rehabilitation,SNOMED,Is a,4154
2741578,0B110F4,"Bypass Trachea to Cutaneous with Tracheostomy Device, Open Approach",ICD10PCS,4195956,44567001,Tracheal structure,SNOMED,Has proc site,4081
2725227,021109W,"Bypass Coronary Artery, Two Arteries from Aorta with Autologous Venous Tissue, Open Approach",ICD10PCS,4044378,129236007,Open approach,SNOMED,Access of,4041
2785799,B2151ZZ,Fluoroscopy of Left Heart using Low Osmolar Contrast,ICD10PCS,4217142,80891009,Heart structure,SNOMED,Has dir proc site,4011
2738874,07DR3ZX,"Extraction of Iliac Bone Marrow, Percutaneous Approach, Diagnostic",ICD10PCS,4198260,51860002,Diagnostic procedure on musculoskeletal system,SNOMED,Is a,3955
2006554,86.59,Closure of skin and subcutaneous tissue of other sites,ICD9Proc,4044539,129357001,Closure - action,SNOMED,Method of,3942
2735762,06H033T,"Insertion of Infusion Device, Via Umbilical Vein, into Inferior Vena Cava, Percutaneous Approach",ICD10PCS,4040722,118955007,Implantation to cardiovascular system,SNOMED,Is a,3934
2788024,5A09557,"Assistance with Respiratory Ventilation, Greater than 96 Consecutive Hours, Continuous Positive Airway Pressure",ICD10PCS,4163858,45444009,Ventilation,SNOMED,Has focus,3824
2726864,02RF08Z,"Replacement of Aortic Valve with Zooplastic Tissue, Open Approach",ICD10PCS,4044378,129236007,Open approach,SNOMED,Has access,3771
2726113,02PYX3Z,"Removal of Infusion Device from Great Vessel, External Approach",ICD10PCS,4045049,129284003,Surgical action,SNOMED,Has method,3593
2735482,06BP4ZZ,"Excision of Right Saphenous Vein, Percutaneous Endoscopic Approach",ICD10PCS,4290594,37270008,Endoscope,SNOMED,Using acc device,3586
1314329,G0498,"Chemotherapy administration, intravenous infusion technique; initiation of infusion in the office/clinic setting using office/clinic pump/supplies, with continuation of the infusion in the community setting (e.g., home, domiciliary, rest home or assist...",HCPCS,4181511,363688001,Administration of antineoplastic agent,SNOMED,Is a,3567
2786523,4A00X4Z,"Measurement of Central Nervous Electrical Activity, External Approach",ICD10PCS,4044177,129266000,Measurement - action,SNOMED,Has method,3555
2726870,02RF38Z,"Replacement of Aortic Valve with Zooplastic Tissue, Percutaneous Approach",ICD10PCS,4145283,34202007,Aortic valve structure,SNOMED,Has dir proc site,3532
2726239,02HK3JZ,"Insertion of Pacemaker Lead into Right Ventricle, Percutaneous Approach",ICD10PCS,4045049,129284003,Surgical action,SNOMED,Has method,3514
2722445,009630Z,"Drainage of Cerebral Ventricle with Drainage Device, Percutaneous Approach",ICD10PCS,4045049,129284003,Surgical action,SNOMED,Has method,3511
2779573,0W9G3ZX,"Drainage of Peritoneal Cavity, Percutaneous Approach, Diagnostic",ICD10PCS,4013298,103388001,Percutaneous approach,SNOMED,Has access,3468
2793067,BW28ZZZ,Computerized Tomography (CT Scan) of Head,ICD10PCS,4193195,312251004,Computed tomography imaging - action,SNOMED,Has method,3363
2786055,B246ZZZ,Ultrasonography of Right and Left Heart,ICD10PCS,4217142,80891009,Heart structure,SNOMED,Has dir proc site,3331
2786226,3E03317,"Introduction of Other Thrombolytic into Peripheral Vein, Percutaneous Approach",ICD10PCS,4013298,103388001,Percutaneous approach,SNOMED,Has access,3318
2000018,00.17,Infusion of vasopressor agent,ICD9Proc,4133895,262202000,Therapeutic,SNOMED,Has intent,3315
2006539,86.28,"Nonexcisional debridement of wound, infection or burn",ICD9Proc,4043843,129317004,Debridement - action,SNOMED,Method of,3282
2779538,0W9B3ZZ,"Drainage of Left Pleural Cavity, Percutaneous Approach",ICD10PCS,4013298,103388001,Percutaneous approach,SNOMED,Has access,3254
2726302,02HQ32Z,"Insertion of Monitoring Device into Right Pulmonary Artery, Percutaneous Approach",ICD10PCS,4045049,129284003,Surgical action,SNOMED,Has method,3204
2741580,0B113F4,"Bypass Trachea to Cutaneous with Tracheostomy Device, Percutaneous Approach",ICD10PCS,4013298,103388001,Percutaneous approach,SNOMED,Has access,3202
43533247,C9600,"Percutaneous transcatheter placement of drug eluting intracoronary stent(s), with coronary angioplasty when performed; single major coronary artery or branch",HCPCS,43531439,609153008,Fluoroscopy guided percutaneous insertion of drug eluting stent into coronary artery with contrast,SNOMED,Subsumes,3194
2007634,93.59,"Other immobilization, pressure, and attention to wound",ICD9Proc,4029919,13924000,Wound,SNOMED,Has proc morph,3168
2786472,3E04305,"Introduction of Other Antineoplastic into Central Vein, Percutaneous Approach",ICD10PCS,4013298,103388001,Percutaneous approach,SNOMED,Has access,3146
2007053,89.39,Other nonoperative measurements and examinations,ICD9Proc,4044176,129265001,Evaluation - action,SNOMED,Has method,3127
2788230,3E0F7GC,"Introduction of Other Therapeutic Substance into Respiratory Tract, Via Natural or Artificial Opening",ICD10PCS,4306074,387662008,Respiratory tract procedure,SNOMED,Is a,3010
2786054,B246ZZ4,"Ultrasonography of Right and Left Heart, Transesophageal",ICD10PCS,4217142,80891009,Heart structure,SNOMED,Has dir proc site,2990
2735764,06H03DZ,"Insertion of Intraluminal Device into Inferior Vena Cava, Percutaneous Approach",ICD10PCS,4106470,257867005,Insertion - action,SNOMED,Method of,2989
2748609,0DH67UZ,"Insertion of Feeding Device into Stomach, Via Natural or Artificial Opening",ICD10PCS,4042680,118830002,Procedure on stomach,SNOMED,Is a,2975
2720562,P9612,"Catheterization for collection of specimen, single patient, all places of service",HCPCS,4078442,276272002,Catheter procedure,SNOMED,Subsumes,2965
2003783,57.32,Other cystoscopy,ICD9Proc,4232481,89837001,Urinary bladder structure,SNOMED,Dir proc site of,2845
2749313,0D9670Z,"Drainage of Stomach with Drainage Device, Via Natural or Artificial Opening",ICD10PCS,4106470,257867005,Insertion - action,SNOMED,Has method,2755
2006873,88.48,Arteriography of femoral and other lower extremity arteries,ICD9Proc,40485986,446030004,Angiography using contrast,SNOMED,Is a,2735
2786231,3E0336Z,"Introduction of Nutritional Substance into Peripheral Vein, Percutaneous Approach",ICD10PCS,4013298,103388001,Percutaneous approach,SNOMED,Access of,2733
2724719,021009W,"Bypass Coronary Artery, One Artery from Aorta with Autologous Venous Tissue, Open Approach",ICD10PCS,4044378,129236007,Open approach,SNOMED,Has access,2718
2726188,02H63JZ,"Insertion of Pacemaker Lead into Right Atrium, Percutaneous Approach",ICD10PCS,4045049,129284003,Surgical action,SNOMED,Has method,2697
2002222,39.50,Angioplasty of other non-coronary vessel(s),ICD9Proc,4242893,59820001,Blood vessel structure,SNOMED,Has dir proc site,2595
2006533,86.22,"Excisional debridement of wound, infection, or burn",ICD9Proc,40485353,442837002,Excision debridement - action,SNOMED,Has method,2590
2734104,05HM33Z,"Insertion of Infusion Device into Right Internal Jugular Vein, Percutaneous Approach",ICD10PCS,4040722,118955007,Implantation to cardiovascular system,SNOMED,Is a,2581
2746803,0DB98ZX,"Excision of Duodenum, Via Natural or Artificial Opening Endoscopic, Diagnostic",ICD10PCS,4290594,37270008,Endoscope,SNOMED,Using acc device,2559
2722695,00B70ZZ,"Excision of Cerebral Hemisphere, Open Approach",ICD10PCS,4044378,129236007,Open approach,SNOMED,Access of,2558
2743359,0B9F8ZX,"Drainage of Right Lower Lung Lobe, Via Natural or Artificial Opening Endoscopic, Diagnostic",ICD10PCS,4171200,49281003,Diagnostic procedure on lower respiratory tract,SNOMED,Is a,2500
2726290,02HP32Z,"Insertion of Monitoring Device into Pulmonary Trunk, Percutaneous Approach",ICD10PCS,4045049,129284003,Surgical action,SNOMED,Has method,2488
2788815,8E0W4CZ,"Robotic Assisted Procedure of Trunk Region, Percutaneous Endoscopic Approach",ICD10PCS,4042529,22943007,Trunk structure,SNOMED,Has proc site,2471
2001292,31.42,Laryngoscopy and other tracheoscopy,ICD9Proc,4290594,37270008,Endoscope,SNOMED,Using device,2460
2756517,0JH606Z,"Insertion of Pacemaker, Dual Chamber into Chest Subcutaneous Tissue and Fascia, Open Approach",ICD10PCS,4045049,129284003,Surgical action,SNOMED,Has method,2418
2004811,75.34,Other fetal monitoring,ICD9Proc,4299735,386811000,Fetal procedure,SNOMED,Subsumes,2405
2723350,00HV02Z,"Insertion of Monitoring Device into Spinal Cord, Open Approach",ICD10PCS,4044378,129236007,Open approach,SNOMED,Has access,2392
2787807,4B02XTZ,"Measurement of Cardiac Defibrillator, External Approach",ICD10PCS,4044177,129266000,Measurement - action,SNOMED,Has method,2377
2786222,3E03305,"Introduction of Other Antineoplastic into Peripheral Vein, Percutaneous Approach",ICD10PCS,4013298,103388001,Percutaneous approach,SNOMED,Has access,2374
2007914,96.07,Insertion of other (naso-)gastric tube,ICD9Proc,4034270,113276009,Intestinal structure,SNOMED,Has indir proc site,2335
2787788,4A1HXCZ,"Monitoring of Products of Conception, Cardiac Rate, External Approach",ICD10PCS,4044379,129237003,Closed approach,SNOMED,Has access,2297
2786488,3E1M39Z,"Irrigation of Peritoneal Cavity using Dialysate, Percutaneous Approach",ICD10PCS,4013298,103388001,Percutaneous approach,SNOMED,Has access,2284
2743996,06HM33Z,"Insertion of Infusion Device into Right Femoral Vein, Percutaneous Approach",ICD10PCS,4040722,118955007,Implantation to cardiovascular system,SNOMED,Is a,2253
2779572,0W9G30Z,"Drainage of Peritoneal Cavity with Drainage Device, Percutaneous Approach",ICD10PCS,4013298,103388001,Percutaneous approach,SNOMED,Has access,2249
2008358,99.62,Other electric countershock of heart,ICD9Proc,4115931,256241002,Direct current,SNOMED,Using energy,2240
1781161,5A0945A,"Assistance with Respiratory Ventilation, 24-96 Consecutive Hours, High Flow/Velocity Cannula",ICD10PCS,4238738,91251008,Physical therapy procedure,SNOMED,Subsumes,2230
2006513,86.04,Other incision with drainage of skin and subcutaneous tissue,ICD9Proc,4044182,129287005,Incision - action,SNOMED,Has method,2226
2788124,B41F1ZZ,Fluoroscopy of Right Lower Extremity Arteries using Low Osmolar Contrast,ICD10PCS,4120835,303789009,Imaging of lower limb with contrast,SNOMED,Is a,2226
2743404,0B9J8ZX,"Drainage of Left Lower Lung Lobe, Via Natural or Artificial Opening Endoscopic, Diagnostic",ICD10PCS,4171200,49281003,Diagnostic procedure on lower respiratory tract,SNOMED,Is a,2213
42894832,02RX0JZ,"Replacement of Thoracic Aorta, Ascending/Arch with Synthetic Substitute, Open Approach",ICD10PCS,4044378,129236007,Open approach,SNOMED,Has access,2205
2001353,33.23,Other bronchoscopy,ICD9Proc,4084319,24174009,Bronchoscope,SNOMED,Using device,2187
2008243,99.09,Transfusion of other substance,ICD9Proc,4024656,116859006,Transfusion of blood product,SNOMED,Subsumes,2141
2000167,03.09,Other exploration and decompression of spinal canal,ICD9Proc,4083508,281615006,Exploration - action,SNOMED,Method of,2122
2000191,03.92,Injection of other agent into spinal canal,ICD9Proc,4022675,105590001,Substance,SNOMED,Has dir subst,2110
2784391,0WQF0ZZ,"Repair Abdominal Wall, Open Approach",ICD10PCS,4044378,129236007,Open approach,SNOMED,Has access,2084
2721175,S2900,Surgical techniques requiring use of robotic surgical system (list separately in addition to code for primary procedure),HCPCS,46272913,711364006,Robotic assisted surgery,SNOMED,Is a,2022
2726381,02L70CK,"Occlusion of Left Atrial Appendage with Extraluminal Device, Open Approach",ICD10PCS,4044378,129236007,Open approach,SNOMED,Access of,2011
2755768,0JB80ZZ,"Excision of Abdomen Subcutaneous Tissue and Fascia, Open Approach",ICD10PCS,37303856,818997006,Soft tissue of abdomen,SNOMED,Has dir proc site,2011
2788715,30233M1,"Transfusion of Nonautologous Plasma Cryoprecipitate into Peripheral Vein, Percutaneous Approach",ICD10PCS,4013298,103388001,Percutaneous approach,SNOMED,Has access,1895
2001449,35.21,Open and other replacement of aortic valve with tissue graft,ICD9Proc,4045049,129284003,Surgical action,SNOMED,Has method,1872
2725809,02BK3ZX,"Excision of Right Ventricle, Percutaneous Approach, Diagnostic",ICD10PCS,4203162,53085002,Right cardiac ventricular structure,SNOMED,Has proc site,1846
2005911,81.62,Fusion or refusion of 2-3 vertebrae,ICD9Proc,4145752,34289000,Operation on vertebra,SNOMED,Is a,1833
2000127,01.59,Other excision or destruction of lesion or tissue of brain,ICD9Proc,4045049,129284003,Surgical action,SNOMED,Has method,1826
2721915,V5011,Fitting/orientation/checking of hearing aid,HCPCS,4183058,43362002,Fitting of hearing aid,SNOMED,Is a,1798
2749709,0F798DZ,"Dilation of Common Bile Duct with Intraluminal Device, Via Natural or Artificial Opening Endoscopic",ICD10PCS,4044550,129419002,Dilation - action,SNOMED,Has method,1797
2000043,00.46,Insertion of two vascular stents,ICD9Proc,4106470,257867005,Insertion - action,SNOMED,Has method,1789
2750764,0FY00Z0,"Transplantation of Liver, Allogeneic, Open Approach",ICD10PCS,4044378,129236007,Open approach,SNOMED,Has access,1746
2725289,021209W,"Bypass Coronary Artery, Three Arteries from Aorta with Autologous Venous Tissue, Open Approach",ICD10PCS,4044378,129236007,Open approach,SNOMED,Has access,1742
