original_concept_id,original_code,original_name,original_vocab,snomed_concept_id,snomed_concept_code,snomed_concept_name,snomed_vocab,mapping_relationship,frequency
2719526,L0976,"Lso, full corset",HCPCS,4234544,,Lumbar orthosis,SNOMED,Semantic match (strict validated),4
2719452,L0450,"Tlso, flexible, provides trunk support, upper thoracic region, produces intracavitary pressure to reduce load on the intervertebral disks with rigid stays or panel(s), includes shoulder straps and closures, prefabricated, off-the-shelf",HCPCS,4234544,,Lumbar orthosis,SNOMED,Semantic match (strict validated),4
2720868,Q9965,"Low osmolar contrast material, 100-199 mg/ml iodine concentration, per ml",HCPCS,4265663,,Contrast media,SNOMED,Semantic match (strict validated),3
2615359,A9538,"Technetium tc-99m pyrophosphate, diagnostic, per study dose, up to 25 millicuries",HCPCS,4146428,,Technetium Tc 99m,SNOMED,Semantic match (strict validated),3
2719493,L0626,"Lumbar orthosis, sagittal control, with rigid posterior panel(s), posterior extends from l-1 to below l-5 vertebra, produces intracavitary pressure to reduce load on the intervertebral discs, includes straps, closures, may include padding, stays, shoul...",HCPCS,4234544,,Lumbar orthosis,SNOMED,Semantic match (strict validated),3
2719550,L1200,"Thoracic-lumbar-sacral-orthosis (tlso), inclusive of furnishing initial orthosis only",HCPCS,4234544,,Lumbar orthosis,SNOMED,Semantic match (strict validated),2
2719468,L0482,"Tlso, triplanar control, one piece rigid plastic shell with interface liner, multiple straps and closures, posterior extends from sacrococcygeal junction and terminates just inferior to scapular spine, anterior extends from symphysis pubis to sternal n...",HCPCS,4234544,,Lumbar orthosis,SNOMED,Semantic match (strict validated),2
2719455,L0456,"Tlso, flexible, provides trunk support, thoracic region, rigid posterior panel and soft anterior apron, extends from the sacrococcygeal junction and terminates just inferior to the scapular spine, restricts gross trunk motion in the sagittal plane, pro...",HCPCS,4234544,,Lumbar orthosis,SNOMED,Semantic match (strict validated),2
40658517,Q9968,"Injection, non-radioactive, non-contrast, visualization adjunct (e.g., methylene blue, isosulfan blue), 1 mg",HCPCS,4141750,,Injection,SNOMED,Semantic match (strict validated),1
2615404,A9700,"Supply of injectable contrast material for use in echocardiography, per study",HCPCS,4265663,,Contrast media,SNOMED,Semantic match (strict validated),1
2719454,L0454,"Tlso flexible, provides trunk support, extends from sacrococcygeal junction to above t-9 vertebra, restricts gross trunk motion in the sagittal plane, produces intracavitary pressure to reduce load on the intervertebral disks with rigid stays or panel(...",HCPCS,4234544,,Lumbar orthosis,SNOMED,Semantic match (strict validated),1
2719457,L0460,"Tlso, triplanar control, modular segmented spinal system, two rigid plastic shells, posterior extends from the sacrococcygeal junction and terminates just inferior to the scapular spine, anterior extends from the symphysis pubis to the sternal notch, s...",HCPCS,4234544,,Lumbar orthosis,SNOMED,Semantic match (strict validated),1
2719459,L0464,"Tlso, triplanar control, modular segmented spinal system, four rigid plastic shells, posterior extends from sacrococcygeal junction and terminates just inferior to scapular spine, anterior extends from symphysis pubis to the sternal notch, soft liner,...",HCPCS,4234544,,Lumbar orthosis,SNOMED,Semantic match (strict validated),1
2719469,L0484,"Tlso, triplanar control, two piece rigid plastic shell without interface liner, with multiple straps and closures, posterior extends from sacrococcygeal junction and terminates just inferior to scapular spine, anterior extends from symphysis pubis to s...",HCPCS,4234544,,Lumbar orthosis,SNOMED,Semantic match (strict validated),1
2719577,L1690,"Combination, bilateral, lumbo-sacral, hip, femur orthosis providing adduction and internal rotation control, prefabricated, includes fitting and adjustment",HCPCS,4234544,,Lumbar orthosis,SNOMED,Semantic match (strict validated),1
2719559,L1290,"Addition to tlso, (low profile), lateral trochanteric pad",HCPCS,4234544,,Lumbar orthosis,SNOMED,Semantic match (strict validated),1
2719551,L1210,"Addition to tlso, (low profile), lateral thoracic extension",HCPCS,4234544,,Lumbar orthosis,SNOMED,Semantic match (strict validated),1
2719497,L0630,"Lumbar-sacral orthosis, sagittal control, with rigid posterior panel(s), posterior extends from sacrococcygeal junction to t-9 vertebra, produces intracavitary pressure to reduce load on the intervertebral discs, includes straps, closures, may include...",HCPCS,4234544,,Lumbar orthosis,SNOMED,Semantic match (strict validated),1
