Id,Code,Name,Standard Class,Vocab,Validity,Concept
19011773,1151,ascorbic acid,Ingredient,RxNorm,Valid,Standard
1748975,20481,cefepime,Ingredient,RxNorm,Valid,Standard
1786621,2231,cephalexin,Ingredient,RxNorm,Valid,Standard
711584,114477,levetiracetam,Ingredient,RxNorm,Valid,Standard
19071160,283753,perflutren,Ingredient,RxNorm,Valid,Standard
1309944,703,amiodarone,Ingredient,RxNorm,Valid,Standard
997881,2582,clindamycin,Ingredient,RxNorm,Valid,Standard
1321341,7512,norepinephrine,Ingredient,RxNorm,Valid,Standard
732893,1815,bupivacaine,Ingredient,RxNorm,Valid,Standard
970250,9997,spironolactone,Ingredient,RxNorm,Valid,Standard
1503297,6809,metformin,Ingredient,RxNorm,Valid,Standard
1112921,7213,ipratropium,Ingredient,RxNorm,Valid,Standard
985247,612,aluminum hydroxide,Ingredient,RxNorm,Valid,Standard
1717327,733,ampicillin,Ingredient,RxNorm,Valid,Standard
1705674,10829,trimethoprim,Ingredient,RxNorm,Valid,Standard
932745,1808,bumetanide,Ingredient,RxNorm,Valid,Standard
965748,9601,scopolamine,Ingredient,RxNorm,Valid,Standard
1163944,5032,guaifenesin,Ingredient,RxNorm,Valid,Standard
1754994,4450,fluconazole,Ingredient,RxNorm,Valid,Standard
987245,6218,lactulose,Ingredient,RxNorm,Valid,Standard
915175,1291,bacitracin,Ingredient,RxNorm,Valid,Standard
939259,19831,budesonide,Ingredient,RxNorm,Valid,Standard
19055153,4457,flumazenil,Ingredient,RxNorm,Valid,Standard
951511,42372,mupirocin,Ingredient,RxNorm,Valid,Standard
1746940,4053,erythromycin,Ingredient,RxNorm,Valid,Standard
1742253,82122,levofloxacin,Ingredient,RxNorm,Valid,Standard
1301065,67109,dalteparin,Ingredient,RxNorm,Valid,Standard
43013024,1364430,apixaban,Ingredient,RxNorm,Valid,Standard
19081224,5966,iopamidol,Ingredient,RxNorm,Valid,Standard
19061088,48937,dexmedetomidine,Ingredient,RxNorm,Valid,Standard
19010309,11295,water,Ingredient,RxNorm,Valid,Standard
718583,7407,nicotine,Ingredient,RxNorm,Valid,Standard
1167322,519,allopurinol,Ingredient,RxNorm,Valid,Standard
778711,21949,cyclobenzaprine,Ingredient,RxNorm,Valid,Standard
19045045,4018,ergocalciferol,Ingredient,RxNorm,Valid,Standard
45892419,1596450,gentamicin,Ingredient,RxNorm,Valid,Standard
1510813,301542,rosuvastatin,Ingredient,RxNorm,Valid,Standard
19048493,84990,gadobutrol,Ingredient,RxNorm,Valid,Standard
1136601,18993,benzonatate,Ingredient,RxNorm,Valid,Standard
752061,8704,prochlorperazine,Ingredient,RxNorm,Valid,Standard
45775571,1546438,glycopyrronium,Ingredient,RxNorm,Valid,Standard
1551860,42463,pravastatin,Ingredient,RxNorm,Valid,Standard
1738521,3640,doxycycline,Ingredient,RxNorm,Valid,Standard
917006,1399,benzocaine,Ingredient,RxNorm,Valid,Standard
717136,7315,neostigmine,Ingredient,RxNorm,Valid,Standard
1137529,36117,salmeterol,Ingredient,RxNorm,Valid,Standard
19069131,27792,ioversol,Ingredient,RxNorm,Valid,Standard
903963,10759,triamcinolone,Ingredient,RxNorm,Valid,Standard
991876,6468,loperamide,Ingredient,RxNorm,Valid,Standard
836208,10154,succinylcholine,Ingredient,RxNorm,Valid,Standard
950637,42316,tacrolimus,Ingredient,RxNorm,Valid,Standard
1398937,2599,clonidine,Ingredient,RxNorm,Valid,Standard
19033354,8091,petrolatum,Ingredient,RxNorm,Valid,Standard
914335,1223,atropine,Ingredient,RxNorm,Valid,Standard
798874,2598,clonazepam,Ingredient,RxNorm,Valid,Standard
781182,596205,ramelteon,Ingredient,RxNorm,Valid,Standard
949279,2062,carboxymethylcellulose,Ingredient,RxNorm,Valid,Standard
1347450,8410,alteplase,Ingredient,RxNorm,Valid,Standard
1383815,6057,isosorbide,Ingredient,RxNorm,Valid,Standard
1709170,29561,meropenem,Ingredient,RxNorm,Valid,Standard
19077884,56443,sodium acetate,Ingredient,RxNorm,Valid,Standard
1201620,2670,codeine,Ingredient,RxNorm,Valid,Standard
528323,797752,hepatitis B surface antigen vaccine,Ingredient,RxNorm,Valid,Standard
908523,6972,mineral oil,Ingredient,RxNorm,Valid,Standard
1314002,1202,atenolol,Ingredient,RxNorm,Valid,Standard
1154161,88249,montelukast,Ingredient,RxNorm,Valid,Standard
1326303,3407,digoxin,Ingredient,RxNorm,Valid,Standard
19009405,11253,vitamin D,Ingredient,RxNorm,Valid,Standard
19018544,1895,calcium,Ingredient,RxNorm,Valid,Standard
1036228,10156,sucralfate,Ingredient,RxNorm,Valid,Standard
1308842,69749,valsartan,Ingredient,RxNorm,Valid,Standard
40163661,854930,Streptococcus pneumoniae type 1 capsular polysaccharide antigen,Ingredient,RxNorm,Valid,Standard
1703687,281,acyclovir,Ingredient,RxNorm,Valid,Standard
19092849,6579,magnesium chloride,Ingredient,RxNorm,Valid,Standard
1107830,28889,loratadine,Ingredient,RxNorm,Valid,Standard
1318137,7396,nicardipine,Ingredient,RxNorm,Valid,Standard
939871,36709,sodium phosphate,Ingredient,RxNorm,Valid,Standard
1308368,6963,midodrine,Ingredient,RxNorm,Valid,Standard
1759842,48203,clavulanate,Ingredient,RxNorm,Valid,Standard
1143374,3966,ephedrine,Ingredient,RxNorm,Valid,Standard
1149196,20610,cetirizine,Ingredient,RxNorm,Valid,Standard
938205,1952,camphor,Ingredient,RxNorm,Valid,Standard
901656,6750,menthol,Ingredient,RxNorm,Valid,Standard
43526404,1421151,gadoterate meglumine,Ingredient,RxNorm,Valid,Standard
40166605,864701,influenza A-California-7-2009-(H1N1)v-like virus vaccine,Ingredient,RxNorm,Invalid,Non-standard
1139042,197,acetylcysteine,Ingredient,RxNorm,Valid,Standard
19092377,6536,lysine,Ingredient,RxNorm,Valid,Standard
1716903,139462,moxifloxacin,Ingredient,RxNorm,Valid,Standard
42873956,1304122,"influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus",Ingredient,RxNorm,Invalid,Non-standard
19006186,10898,tryptophan,Ingredient,RxNorm,Valid,Standard
19004724,6837,methionine,Ingredient,RxNorm,Valid,Standard
19007572,11115,valine,Ingredient,RxNorm,Valid,Standard
19000537,10524,threonine,Ingredient,RxNorm,Valid,Standard
19082306,6033,isoleucine,Ingredient,RxNorm,Valid,Standard
19035577,8156,phenylalanine,Ingredient,RxNorm,Valid,Standard
19088571,6308,leucine,Ingredient,RxNorm,Valid,Standard
19069149,5340,histidine,Ingredient,RxNorm,Valid,Standard
40163710,854974,Streptococcus pneumoniae type 9V capsular polysaccharide antigen,Ingredient,RxNorm,Valid,Standard
40163708,854972,Streptococcus pneumoniae type 9N capsular polysaccharide antigen,Ingredient,RxNorm,Valid,Standard
40163706,854970,Streptococcus pneumoniae type 8 capsular polysaccharide antigen,Ingredient,RxNorm,Valid,Standard
40163704,854968,Streptococcus pneumoniae type 7F capsular polysaccharide antigen,Ingredient,RxNorm,Valid,Standard
40163702,854966,Streptococcus pneumoniae type 6B capsular polysaccharide antigen,Ingredient,RxNorm,Valid,Standard
40163700,854964,Streptococcus pneumoniae type 5 capsular polysaccharide antigen,Ingredient,RxNorm,Valid,Standard
40163698,854962,Streptococcus pneumoniae type 4 capsular polysaccharide antigen,Ingredient,RxNorm,Valid,Standard
40163696,854960,Streptococcus pneumoniae type 33F capsular polysaccharide antigen,Ingredient,RxNorm,Valid,Standard
40163694,854958,Streptococcus pneumoniae type 3 capsular polysaccharide antigen,Ingredient,RxNorm,Valid,Standard
40163692,854956,Streptococcus pneumoniae type 23F capsular polysaccharide antigen,Ingredient,RxNorm,Valid,Standard
40163690,854954,Streptococcus pneumoniae type 22F capsular polysaccharide antigen,Ingredient,RxNorm,Valid,Standard
40163688,854952,Streptococcus pneumoniae type 20 capsular polysaccharide antigen,Ingredient,RxNorm,Valid,Standard
40163686,854950,Streptococcus pneumoniae type 2 capsular polysaccharide antigen,Ingredient,RxNorm,Valid,Standard
40163684,854948,Streptococcus pneumoniae type 19F capsular polysaccharide antigen,Ingredient,RxNorm,Valid,Standard
40163682,854946,Streptococcus pneumoniae type 19A capsular polysaccharide antigen,Ingredient,RxNorm,Valid,Standard
40163680,854944,Streptococcus pneumoniae type 18C capsular polysaccharide antigen,Ingredient,RxNorm,Valid,Standard
40163678,854942,Streptococcus pneumoniae type 17F capsular polysaccharide antigen,Ingredient,RxNorm,Valid,Standard
40163676,854940,Streptococcus pneumoniae type 15B capsular polysaccharide antigen,Ingredient,RxNorm,Valid,Standard
40163674,854938,Streptococcus pneumoniae type 14 capsular polysaccharide antigen,Ingredient,RxNorm,Valid,Standard
40163672,854936,Streptococcus pneumoniae type 12F capsular polysaccharide antigen,Ingredient,RxNorm,Valid,Standard
40163670,854934,Streptococcus pneumoniae type 11A capsular polysaccharide antigen,Ingredient,RxNorm,Valid,Standard
40163668,854932,Streptococcus pneumoniae type 10A capsular polysaccharide antigen,Ingredient,RxNorm,Valid,Standard
1301125,105694,epoetin alfa,Ingredient,RxNorm,Valid,Standard
19078126,56512,sodium polystyrene sulfonate,Ingredient,RxNorm,Valid,Standard
777221,5553,hydroxyzine,Ingredient,RxNorm,Valid,Standard
750982,42347,bupropion,Ingredient,RxNorm,Valid,Standard
43531944,1427022,"influenza B virus vaccine, B-Massachusetts-2-2012-like virus",Ingredient,RxNorm,Invalid,Non-standard
948582,8536,polymyxin B,Ingredient,RxNorm,Valid,Standard
19003999,68149,mycophenolate mofetil,Ingredient,RxNorm,Valid,Standard
1507835,11149,vasopressin (USP),Ingredient,RxNorm,Valid,Standard
766529,5093,haloperidol,Ingredient,RxNorm,Valid,Standard
715233,1292,baclofen,Ingredient,RxNorm,Valid,Standard
46275993,1657128,influenza A virus (H1N1) antigen,Ingredient,RxNorm,Valid,Standard
46275999,1657134,influenza B virus antigen,Ingredient,RxNorm,Valid,Standard
46275996,1657131,influenza A virus (H3N2) antigen,Ingredient,RxNorm,Valid,Standard
1736887,190376,linezolid,Ingredient,RxNorm,Valid,Standard
1196677,25255,formoterol,Ingredient,RxNorm,Valid,Standard
785649,6130,ketamine,Ingredient,RxNorm,Valid,Standard
1115008,7258,naproxen,Ingredient,RxNorm,Valid,Standard
1778162,2194,cefuroxime,Ingredient,RxNorm,Valid,Standard
907013,6916,metolazone,Ingredient,RxNorm,Valid,Standard
1318853,7417,nifedipine,Ingredient,RxNorm,Valid,Standard
911064,11423,zinc oxide,Ingredient,RxNorm,Valid,Standard
19044522,39954,zinc sulfate,Ingredient,RxNorm,Valid,Standard
920293,7454,nitrofurantoin,Ingredient,RxNorm,Valid,Standard
952004,214824,sevelamer,Ingredient,RxNorm,Valid,Standard
1550557,8638,prednisolone,Ingredient,RxNorm,Valid,Standard
40241331,1114195,rivaroxaban,Ingredient,RxNorm,Valid,Standard
961047,9143,ranitidine,Ingredient,RxNorm,Valid,Standard
1134439,1886,caffeine,Ingredient,RxNorm,Valid,Standard
923540,33290,phenol,Ingredient,RxNorm,Valid,Standard
703547,10737,trazodone,Ingredient,RxNorm,Valid,Standard
1717704,73645,valacyclovir,Ingredient,RxNorm,Valid,Standard
996416,25025,finasteride,Ingredient,RxNorm,Valid,Standard
942350,38413,torsemide,Ingredient,RxNorm,Valid,Standard
967861,52356,magnesium citrate,Ingredient,RxNorm,Valid,Standard
19054242,8825,protamine sulfate (USP),Ingredient,RxNorm,Valid,Standard
46221581,1605101,insulin isophane,Ingredient,RxNorm,Valid,Standard
19076714,55018,dibasic potassium phosphate,Ingredient,RxNorm,Valid,Standard
19090761,640062,regadenoson,Ingredient,RxNorm,Valid,Standard
1560171,4821,glipizide,Ingredient,RxNorm,Valid,Standard
1307863,11170,verapamil,Ingredient,RxNorm,Valid,Standard
19010955,3024,cysteine,Ingredient,RxNorm,Valid,Standard
19036638,35805,royal jelly,Ingredient,RxNorm,Valid,Standard
1101554,2683,colchicine,Ingredient,RxNorm,Valid,Standard
19078092,56476,sodium gluconate,Ingredient,RxNorm,Valid,Standard
1118084,140587,celecoxib,Ingredient,RxNorm,Valid,Standard
19050488,4177,etomidate,Ingredient,RxNorm,Valid,Standard
529411,798306,"tetanus toxoid vaccine, inactivated",Ingredient,RxNorm,Valid,Standard
529303,798304,"diphtheria toxoid vaccine, inactivated",Ingredient,RxNorm,Valid,Standard
19070224,9949,soybean oil,Ingredient,RxNorm,Valid,Standard
918906,32675,oxybutynin,Ingredient,RxNorm,Valid,Standard
1526475,341248,ezetimibe,Ingredient,RxNorm,Valid,Standard
1799139,260101,oseltamivir,Ingredient,RxNorm,Valid,Standard
1836241,10167,sulbactam,Ingredient,RxNorm,Valid,Standard
994058,6628,mannitol,Ingredient,RxNorm,Valid,Standard
1301152,6711,melatonin,Ingredient,RxNorm,Valid,Standard
1715117,1272,aztreonam,Ingredient,RxNorm,Valid,Standard
19003201,27729,iodixanol,Ingredient,RxNorm,Valid,Standard
1119510,3289,dextromethorphan,Ingredient,RxNorm,Valid,Standard
529218,798302,"acellular pertussis vaccine, inactivated",Ingredient,RxNorm,Valid,Standard
924724,3361,dicyclomine,Ingredient,RxNorm,Valid,Standard
19012565,7145,mycophenolic acid,Ingredient,RxNorm,Valid,Standard
766814,51272,quetiapine,Ingredient,RxNorm,Valid,Standard
1000632,2623,clotrimazole,Ingredient,RxNorm,Valid,Standard
19136048,9853,sodium,Ingredient,RxNorm,Valid,Standard
1703063,275891,valganciclovir,Ingredient,RxNorm,Valid,Standard
1395773,24909,iron sucrose,Ingredient,RxNorm,Valid,Standard
1154332,8896,pseudoephedrine,Ingredient,RxNorm,Valid,Standard
994341,6676,meclizine,Ingredient,RxNorm,Valid,Standard
907879,6932,miconazole,Ingredient,RxNorm,Valid,Standard
950435,21183,citric acid,Ingredient,RxNorm,Valid,Standard
1516976,139825,insulin detemir,Ingredient,RxNorm,Valid,Standard
19063575,49737,esmolol,Ingredient,RxNorm,Valid,Standard
723013,3322,diazepam,Ingredient,RxNorm,Valid,Standard
1124300,3355,diclofenac,Ingredient,RxNorm,Valid,Standard
19035631,1894,calcitriol,Ingredient,RxNorm,Valid,Standard
977968,56466,sodium citrate,Ingredient,RxNorm,Valid,Standard
19136247,10159,sucrose,Ingredient,RxNorm,Valid,Standard
954688,43611,latanoprost,Ingredient,RxNorm,Valid,Standard
1304850,68442,filgrastim,Ingredient,RxNorm,Valid,Standard
1353766,8787,propranolol,Ingredient,RxNorm,Valid,Standard
781039,596,alprazolam,Ingredient,RxNorm,Valid,Standard
962398,4919,glycine,Ingredient,RxNorm,Valid,Standard
19039850,36679,sodium bisulfite,Ingredient,RxNorm,Valid,Standard
19029306,164,acetate,Ingredient,RxNorm,Valid,Standard
1517824,7393,niacin,Ingredient,RxNorm,Valid,Standard
902722,10627,tobramycin,Ingredient,RxNorm,Valid,Standard
744740,39993,zolpidem,Ingredient,RxNorm,Valid,Standard
19008339,11246,vitamin A,Ingredient,RxNorm,Valid,Standard
925636,7812,oxymetazoline,Ingredient,RxNorm,Valid,Standard
1586346,221109,"insulin, regular, pork",Ingredient,RxNorm,Valid,Standard
1337720,3616,dobutamine,Ingredient,RxNorm,Valid,Standard
1551803,8703,fenofibrate,Ingredient,RxNorm,Valid,Standard
1735947,35619,rifaximin,Ingredient,RxNorm,Valid,Standard
1316262,136411,sildenafil,Ingredient,RxNorm,Valid,Standard
1303425,10691,tranexamic acid,Ingredient,RxNorm,Valid,Standard
929435,167,acetazolamide,Ingredient,RxNorm,Valid,Standard
915981,7299,neomycin,Ingredient,RxNorm,Valid,Standard
1341927,3827,enalapril,Ingredient,RxNorm,Valid,Standard
948856,8570,polyvinyl alcohol,Ingredient,RxNorm,Valid,Standard
1300673,10528,thrombin,Ingredient,RxNorm,Valid,Standard
739138,36437,sertraline,Ingredient,RxNorm,Valid,Standard
19018013,325887,micafungin,Ingredient,RxNorm,Valid,Standard
19117912,5666,immunoglobulin G,Ingredient,RxNorm,Valid,Standard
1717963,325642,ertapenem,Ingredient,RxNorm,Valid,Standard
797617,2556,citalopram,Ingredient,RxNorm,Valid,Standard
1369939,99,6-aminocaproic acid,Ingredient,RxNorm,Valid,Standard
19062817,9346,riboflavin,Ingredient,RxNorm,Valid,Standard
1557272,46041,alendronate,Ingredient,RxNorm,Valid,Standard
1192218,237159,levalbuterol,Ingredient,RxNorm,Valid,Standard
902427,10600,timolol,Ingredient,RxNorm,Valid,Standard
19006410,1091,arginine,Ingredient,RxNorm,Valid,Standard
916662,324072,dimethicone,Ingredient,RxNorm,Valid,Standard
19009540,11256,vitamin E,Ingredient,RxNorm,Valid,Standard
910232,3001,cyclopentolate,Ingredient,RxNorm,Valid,Standard
1796458,25037,cefdinir,Ingredient,RxNorm,Valid,Standard
920458,1514,betamethasone,Ingredient,RxNorm,Valid,Standard
19006692,10962,tyrosine,Ingredient,RxNorm,Valid,Standard
19052489,426,alanine,Ingredient,RxNorm,Valid,Standard
19066774,9671,serine,Ingredient,RxNorm,Valid,Standard
19052736,8737,proline,Ingredient,RxNorm,Valid,Standard
778474,57258,tizanidine,Ingredient,RxNorm,Valid,Standard
35604506,1726988,sugammadex,Ingredient,RxNorm,Valid,Standard
19007652,692620,gadobenate,Ingredient,RxNorm,Valid,Standard
1383925,6058,isosorbide dinitrate,Ingredient,RxNorm,Valid,Standard
961145,4910,glycerin,Ingredient,RxNorm,Valid,Standard
1580747,593411,sitagliptin,Ingredient,RxNorm,Valid,Standard
43532539,1424884,vilanterol,Ingredient,RxNorm,Valid,Standard
951469,214342,calcium acetate,Ingredient,RxNorm,Valid,Standard
1153428,87636,fexofenadine,Ingredient,RxNorm,Valid,Standard
1103640,6813,methadone,Ingredient,RxNorm,Valid,Standard
1114122,7238,nalbuphine,Ingredient,RxNorm,Valid,Standard
1368671,52769,milrinone,Ingredient,RxNorm,Valid,Standard
991855,236782,Saccharomyces boulardii,Ingredient,RxNorm,Valid,Standard
740910,8183,phenytoin,Ingredient,RxNorm,Valid,Standard
1139699,19860,butalbital,Ingredient,RxNorm,Valid,Standard
715997,135447,donepezil,Ingredient,RxNorm,Valid,Standard
1597756,25789,glimepiride,Ingredient,RxNorm,Valid,Standard
1334456,35296,ramipril,Ingredient,RxNorm,Valid,Standard
992590,2396,chlorothiazide,Ingredient,RxNorm,Valid,Standard
40241186,1116632,ticagrelor,Ingredient,RxNorm,Valid,Standard
1353228,42954,vitamin B6,Ingredient,RxNorm,Valid,Standard
957797,8928,psyllium,Ingredient,RxNorm,Valid,Standard
1153013,8745,promethazine,Ingredient,RxNorm,Valid,Standard
742267,38404,topiramate,Ingredient,RxNorm,Valid,Standard
44785907,1487514,umeclidinium,Ingredient,RxNorm,Valid,Standard
1106776,69120,tiotropium,Ingredient,RxNorm,Valid,Standard
19024770,1588,biotin,Ingredient,RxNorm,Valid,Standard
942799,38685,trimethobenzamide,Ingredient,RxNorm,Valid,Standard
1400498,262150,iron carbonyl,Ingredient,RxNorm,Valid,Standard
1363053,49276,doxazosin,Ingredient,RxNorm,Valid,Standard
985708,6135,ketoconazole,Ingredient,RxNorm,Valid,Standard
948515,8516,polyethylene glycols,Ingredient,RxNorm,Valid,Standard
988095,62427,ursodeoxycholate,Ingredient,RxNorm,Valid,Standard
905233,108118,mometasone,Ingredient,RxNorm,Valid,Standard
725131,15996,mirtazapine,Ingredient,RxNorm,Valid,Standard
1781733,60212,atovaquone,Ingredient,RxNorm,Valid,Standard
704943,6845,methocarbamol,Ingredient,RxNorm,Valid,Standard
1340128,1998,captopril,Ingredient,RxNorm,Valid,Standard
1777087,5521,hydroxychloroquine,Ingredient,RxNorm,Valid,Standard
19010482,3008,cyclosporine,Ingredient,RxNorm,Valid,Standard
1790868,641,amikacin,Ingredient,RxNorm,Valid,Standard
915542,134615,brimonidine,Ingredient,RxNorm,Valid,Standard
1150345,41493,meloxicam,Ingredient,RxNorm,Valid,Standard
911486,70602,glutamate,Ingredient,RxNorm,Valid,Standard
19052059,42543,aspartate,Ingredient,RxNorm,Valid,Standard
998415,2590,clobetasol,Ingredient,RxNorm,Valid,Standard
1396012,24942,ferrous gluconate,Ingredient,RxNorm,Valid,Standard
1522957,7617,octreotide,Ingredient,RxNorm,Valid,Standard
934075,18603,azelastine,Ingredient,RxNorm,Valid,Standard
906072,10869,tropicamide,Ingredient,RxNorm,Valid,Standard
1305058,6851,methotrexate,Ingredient,RxNorm,Valid,Standard
19016749,73032,remifentanil,Ingredient,RxNorm,Valid,Standard
785788,61381,olanzapine,Ingredient,RxNorm,Valid,Standard
1395058,2409,chlorthalidone,Ingredient,RxNorm,Valid,Standard
755695,4493,fluoxetine,Ingredient,RxNorm,Valid,Standard
1592085,6472,lovastatin,Ingredient,RxNorm,Valid,Standard
715259,72625,duloxetine,Ingredient,RxNorm,Valid,Standard
902251,27334,hypromellose,Ingredient,RxNorm,Valid,Standard
