Id,Code,Name,Standard Class,Vocab,Validity,Concept
3014007,2714-4,Fractional oxyhemoglobin in Arterial blood,Lab Test,LOINC,Valid,Standard
4020553,104847001,Oxygen saturation measurement,Procedure,SNOMED,Valid,Standard
3053331,49024-3,Differential cell count method - Blood,Lab Test,LOINC,Valid,Standard
21490675,60985-9,Central venous pressure (CVP),Clinical Observation,LOINC,Valid,Standard
3007646,19840-8,Breath rate spontaneous and mechanical --on ventilator,Clinical Observation,LOINC,Valid,Standard
36684829,457441000124102,Richmond Agitation-Sedation Scale,Staging / Scales,SNOMED,Valid,Standard
3007461,26515-7,Platelets [#/volume] in Blood,Lab Test,LOINC,Valid,Standard
40758903,55782-7,Hemoglobin [Mass/volume] in Blood by Oximetry,Lab Test,LOINC,Valid,Standard
3015182,21000-5,Erythrocyte distribution width [Entitic volume] by Automated count,Lab Test,LOINC,Valid,Standard
3010813,26464-8,Leukocytes [#/volume] in Blood,Lab Test,LOINC,Valid,Standard
3007469,19834-1,Breath rate setting Ventilator,Clinical Observation,LOINC,Valid,Standard
3024386,776-5,Platelet mean volume [Entitic volume] in Blood by Rees-Ecker,Lab Test,LOINC,Valid,Standard
3002385,30385-9,Erythrocyte distribution width [Ratio],Lab Test,LOINC,Valid,Standard
3002888,30384-2,Erythrocyte distribution width [Entitic volume],Lab Test,LOINC,Valid,Standard
3029925,50553-7,Color of Urine by Auto,Lab Test,LOINC,Valid,Standard
3032080,34714-6,INR in Blood by Coagulation assay,Lab Test,LOINC,Valid,Standard
3008939,763-3,Band form neutrophils [#/volume] in Blood by Manual count,Lab Test,LOINC,Valid,Standard
40761514,58413-6,Nucleated erythrocytes/100 leukocytes [Ratio] in Blood by Automated count,Lab Test,LOINC,Valid,Standard
3027162,5778-6,Color of Urine,Lab Test,LOINC,Valid,Standard
3029709,50552-9,Clarity in Urine by Refractometry automated,Lab Test,LOINC,Valid,Standard
3012677,9000-1,Fluid intake oral Measured,Clinical Observation,LOINC,Valid,Standard
3017732,26499-4,Neutrophils [#/volume] in Blood,Lab Test,LOINC,Valid,Standard
40762365,59274-1,Oxygen content in Arterial blood by calculation,Lab Test,LOINC,Valid,Standard
3021337,10839-9,Troponin I.cardiac [Mass/volume] in Serum or Plasma,Lab Test,LOINC,Valid,Standard
3018010,26511-6,Neutrophils/100 leukocytes in Blood,Lab Test,LOINC,Valid,Standard
3002030,26478-8,Lymphocytes/100 leukocytes in Blood,Lab Test,LOINC,Valid,Standard
4096101,250554003,Measurement of oxygen saturation at periphery,Procedure,SNOMED,Valid,Standard
3006504,26450-7,Eosinophils/100 leukocytes in Blood,Lab Test,LOINC,Valid,Standard
3040168,51584-1,Immature granulocytes [#/volume] in Blood,Lab Test,LOINC,Valid,Standard
3012608,32200-8,Segmented neutrophils/100 leukocytes in Blood by Automated count,Lab Test,LOINC,Valid,Standard
1617534,96826-3,Cardiovascular [Score] SOFA,Clinical Observation,LOINC,Valid,Standard
3011987,10378-8,Polychromasia [Presence] in Blood by Light microscopy,Lab Test,LOINC,Valid,Standard
3022096,30180-4,Basophils/100 leukocytes in Blood,Lab Test,LOINC,Valid,Standard
3027920,774-0,Ovalocytes [Presence] in Blood by Light microscopy,Lab Test,LOINC,Valid,Standard
40769406,66746-9,Specimen type,Lab Test,LOINC,Valid,Standard
1616355,96828-9,Renal [Score] SOFA,Clinical Observation,LOINC,Valid,Standard
3026238,19996-8,Oxygen/Inspired gas Respiratory system --on ventilator,Clinical Observation,LOINC,Valid,Standard
4029625,13621006,Tidal volume,Observable Entity,SNOMED,Valid,Standard
3050479,38518-7,Immature granulocytes/100 leukocytes in Blood,Lab Test,LOINC,Valid,Standard
36304439,60829-9,Pressure.plateau Respiratory system airway,Clinical Observation,LOINC,Valid,Standard
3004921,20124-4,Ventilation mode Ventilator,Clinical Observation,LOINC,Valid,Standard
3013466,3173-2,aPTT in Blood by Coagulation assay,Lab Test,LOINC,Valid,Standard
4021125,104846005,Oxygen measurement,Procedure,SNOMED,Valid,Standard
4156045,271921002,ECG finding,Observable Entity,SNOMED,Valid,Standard
1616896,96824-8,Coagulation [Score] SOFA,Clinical Observation,LOINC,Valid,Standard
4239408,364075005,Heart rate,Observable Entity,SNOMED,Valid,Non-standard
3012764,6742-1,Erythrocyte morphology finding [Identifier] in Blood,Lab Test,LOINC,Valid,Standard
4353621,250811004,Minute volume,Observable Entity,SNOMED,Valid,Standard
3000748,5959-2,Prothrombin time (PT) factor substitution in Platelet poor plasma by Coagulation assay --immediately after addition of normal plasma,Lab Test,LOINC,Valid,Standard
36032404,96701-8,Carbon monoxide/Gas total corrected for ambient CO Exhaled gas --at end expiration,Clinical Observation,LOINC,Valid,Standard
3044331,34581-9,Calcium.ionized [Moles/volume] in Arterial blood,Lab Test,LOINC,Valid,Standard
3015746,31208-2,Specimen source identified,Lab Test,LOINC,Valid,Standard
3035583,5821-4,Leukocytes [#/area] in Urine sediment by Microscopy high power field,Lab Test,LOINC,Valid,Standard
3004410,4548-4,Hemoglobin A1c/Hemoglobin.total in Blood,Lab Test,LOINC,Valid,Standard
4353618,250793009,Expired nitrogen concentration,Observable Entity,SNOMED,Valid,Standard
40480257,444642008,Measurement of expired nitric oxide,Procedure,SNOMED,Valid,Standard
3026314,702-1,Anisocytosis [Presence] in Blood by Light microscopy,Lab Test,LOINC,Valid,Standard
4101694,27913002,Peak inspiratory pressure,Observable Entity,SNOMED,Valid,Standard
3009797,707-0,Basophils/100 leukocytes in Blood by Manual count,Lab Test,LOINC,Valid,Standard
3035819,38212-7,Pain assessment panel,Clinical Observation,LOINC,Valid,Standard
3033203,34705-4,Carbon dioxide [Partial pressure] adjusted to patient's actual temperature in Blood,Lab Test,LOINC,Valid,Standard
36305351,89278-6,Heart rate --during anesthesia,Clinical Observation,LOINC,Valid,Standard
3020138,14118-4,Lactate [Mass/volume] in Serum or Plasma,Lab Test,LOINC,Valid,Standard
3027484,20509-6,Hemoglobin [Mass/volume] in Blood by calculation,Lab Test,LOINC,Valid,Standard
3009932,712-0,Eosinophils [#/volume] in Blood by Manual count,Lab Test,LOINC,Valid,Standard
3017501,753-4,Neutrophils [#/volume] in Blood by Manual count,Lab Test,LOINC,Valid,Standard
42869590,71835-3,Oxygen/Gas total [Pure volume fraction] Inhaled gas,Clinical Observation,LOINC,Valid,Standard
3004411,10330-9,Monocytes/100 leukocytes in Body fluid by Manual count,Lab Test,LOINC,Valid,Standard
4239021,6797001,Mean blood pressure,Observable Entity,SNOMED,Valid,Standard
21492832,80338-7,Wound assessment [Interpretation],Clinical Observation,LOINC,Valid,Standard
3035124,13945-1,Erythrocytes [#/area] in Urine sediment by Microscopy high power field,Lab Test,LOINC,Valid,Standard
4310328,391395002,Blood oxygen saturation (calculated),Procedure,SNOMED,Valid,Standard
3006239,14775-1,Hemoglobin [Mass/volume] in Arterial blood by Oximetry,Lab Test,LOINC,Valid,Standard
706163,94500-6,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory system specimen by NAA with probe detection,Lab Test,LOINC,Valid,Standard
3031040,51480-2,Bacteria [#/volume] in Urine by Automated count,Lab Test,LOINC,Valid,Standard
3041366,53319-0,Crystals [Presence] in Urine by Automated,Lab Test,LOINC,Valid,Standard
3022509,5796-8,Hyaline casts [#/area] in Urine sediment by Microscopy low power field,Lab Test,LOINC,Valid,Standard
3019230,2716-9,Fractional oxyhemoglobin in Venous blood,Lab Test,LOINC,Valid,Standard
42869452,71695-1,Immature granulocytes/100 leukocytes in Blood by Automated count,Lab Test,LOINC,Valid,Standard
3035146,8831-0,Systemic vascular Resistance,Clinical Observation,LOINC,Valid,Standard
21490724,75931-6,Inspiration/Expiration time Ratio,Clinical Observation,LOINC,Valid,Standard
3025809,8634-8,Q-T interval,Clinical Observation,LOINC,Valid,Standard
3029879,51486-9,Epithelial cells.squamous [#/volume] in Urine by Automated count,Lab Test,LOINC,Valid,Standard
3008047,8837-7,Systemic vascular Resistance index,Clinical Observation,LOINC,Valid,Standard
4140731,427210008,Expired sevoflurane concentration,Observable Entity,SNOMED,Valid,Standard
36303797,88294-4,"Glomerular filtration rate/1.73 sq M.predicted among non-blacks [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)",Lab Test,LOINC,Valid,Standard
3032238,50225-2,Epithelial cells.non-squamous [Presence] in Urine by Automated,Lab Test,LOINC,Valid,Standard
4137519,425724007,Inspired sevoflurane concentration,Observable Entity,SNOMED,Valid,Standard
43055193,72224-9,Pathologic casts [Presence] in Urine by Automated,Lab Test,LOINC,Valid,Standard
3041084,53115-2,Immature granulocytes [#/volume] in Blood by Automated count,Lab Test,LOINC,Valid,Standard
3022318,8884-9,Heart rate rhythm,Clinical Observation,LOINC,Valid,Standard
3039353,53315-8,Urinalysis microscopic panel - Urine Qualitative by Automated,Lab Test,LOINC,Valid,Standard
3002173,30313-1,Hemoglobin [Mass/volume] in Arterial blood,Lab Test,LOINC,Valid,Standard
3029943,50984-4,Horowitz index in Arterial blood,Lab Test,LOINC,Valid,Standard
3013290,11557-6,Carbon dioxide [Partial pressure] in Blood,Lab Test,LOINC,Valid,Standard
3034107,743-5,Monocytes [#/volume] in Blood by Manual count,Lab Test,LOINC,Valid,Standard
4353936,250774007,Inspired oxygen concentration,Observable Entity,SNOMED,Valid,Standard
3020716,3150-0,Inhaled oxygen concentration,Clinical Observation,LOINC,Valid,Standard
3019880,800-3,Schistocytes [Presence] in Blood by Light microscopy,Lab Test,LOINC,Valid,Standard
4086522,248346009,Weight change,Observable Entity,SNOMED,Valid,Standard
3002417,5964-2,Prothrombin time (PT) in Blood by Coagulation assay,Lab Test,LOINC,Valid,Standard
3025255,5769-5,Bacteria [#/area] in Urine sediment by Microscopy high power field,Lab Test,LOINC,Valid,Standard
3000456,7791-7,Dacrocytes [Presence] in Blood by Light microscopy,Lab Test,LOINC,Valid,Standard
3018229,749-2,Myelocytes/100 leukocytes in Blood by Manual count,Lab Test,LOINC,Valid,Standard
44782825,698822002,Airway plateau pressure,Observable Entity,SNOMED,Valid,Standard
3031147,34728-6,"Carbon dioxide, total [Moles/volume] in Blood by calculation",Lab Test,LOINC,Valid,Standard
3006322,8331-1,Oral temperature,Clinical Observation,LOINC,Valid,Standard
3045410,33425-0,Minute volume setting Ventilator,Clinical Observation,LOINC,Valid,Standard
3003214,11125-2,Platelet morphology finding [Identifier] in Blood,Lab Test,LOINC,Valid,Standard
3008204,32167-9,Clarity of Urine,Lab Test,LOINC,Valid,Standard
3043662,39135-9,Wound assessment panel,Clinical Observation,LOINC,Valid,Standard
3000666,740-1,Metamyelocytes/100 leukocytes in Blood by Manual count,Lab Test,LOINC,Valid,Standard
4154772,271625008,Rate of spontaneous respiration,Observable Entity,SNOMED,Valid,Standard
3006792,3271-4,LMW Heparin [Units/volume] in Platelet poor plasma by Chromogenic method,Lab Test,LOINC,Valid,Standard
1617043,96825-5,Liver [Score] SOFA,Clinical Observation,LOINC,Valid,Standard
4036936,16206004,Oxygen delivery,Observable Entity,SNOMED,Valid,Standard
3003540,13941-0,Lymphocytes/100 leukocytes in Body fluid by Manual count,Lab Test,LOINC,Valid,Standard
3036453,38214-3,Pain severity [Score] Visual analog score,Clinical Observation,LOINC,Valid,Standard
3002317,11282-1,Cells Counted Total [#] in Blood,Lab Test,LOINC,Valid,Standard
40771922,69405-9,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood",Lab Test,LOINC,Valid,Standard
3022022,8633-0,QRS duration,Clinical Observation,LOINC,Valid,Standard
3005854,7790-9,Burr cells [Presence] in Blood by Light microscopy,Lab Test,LOINC,Valid,Standard
3007794,8625-6,P-R Interval,Clinical Observation,LOINC,Valid,Standard
3000185,2502-3,Iron saturation [Mass Fraction] in Serum or Plasma,Lab Test,LOINC,Valid,Standard
3005131,27353-2,Glucose mean value [Mass/volume] in Blood Estimated from glycated hemoglobin,Lab Test,LOINC,Valid,Standard
3026258,8636-3,Q-T interval corrected,Clinical Observation,LOINC,Valid,Standard
3025616,10381-2,Target cells [Presence] in Blood by Light microscopy,Lab Test,LOINC,Valid,Standard
3037244,5822-2,Yeast [#/area] in Urine sediment by Microscopy high power field,Lab Test,LOINC,Valid,Standard
3003694,882-1,ABO and Rh group [Type] in Blood,Lab Test,LOINC,Valid,Standard
3000593,2132-9,Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma,Lab Test,LOINC,Valid,Standard
4165139,273688003,Patient activity checklist,Staging / Scales,SNOMED,Valid,Standard
40766725,64008-6,Pain severity [Score] [PhenX],Clinical Observation,LOINC,Valid,Standard
3008598,3024-7,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,Lab Test,LOINC,Valid,Standard
3033641,9317-9,Platelet adequacy [Presence] in Blood by Light microscopy,Lab Test,LOINC,Valid,Standard
3025684,3274-8,Heparin unfractionated [Units/volume] in Platelet poor plasma by Chromogenic method,Lab Test,LOINC,Valid,Standard
3022407,744-3,Monocytes/100 leukocytes in Blood by Manual count,Lab Test,LOINC,Valid,Standard
3035279,41644-6,Calcium.ionized [Moles/volume] in Capillary blood,Lab Test,LOINC,Valid,Standard
3014111,2524-7,Lactate [Moles/volume] in Serum or Plasma,Lab Test,LOINC,Valid,Standard
43055251,72286-8,Wound dressing panel,Clinical Observation,LOINC,Valid,Standard
21490593,60958-6,Intracranial pressure (ICP) Mean,Clinical Observation,LOINC,Valid,Standard
3021044,2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,Lab Test,LOINC,Valid,Standard
3008839,12179-8,Basophils/100 leukocytes in Body fluid by Manual count,Lab Test,LOINC,Valid,Standard
3028108,769-0,Segmented neutrophils/100 leukocytes in Blood by Manual count,Lab Test,LOINC,Valid,Standard
4090322,251886005,Static lung compliance,Observable Entity,SNOMED,Valid,Standard
3038058,737-7,Lymphocytes/100 leukocytes in Blood by Manual count,Lab Test,LOINC,Valid,Standard
3046731,45390-2,Epithelial cells.squamous [#/area] in Urine sediment by Microscopy low power field,Lab Test,LOINC,Valid,Standard
21490695,61017-0,Cerebral perfusion pressure,Clinical Observation,LOINC,Valid,Standard
3015956,714-6,Eosinophils/100 leukocytes in Blood by Manual count,Lab Test,LOINC,Valid,Standard
1616652,97057-4,BMI score for risk calculation,Clinical Observation,LOINC,Valid,Standard
3016948,3184-9,Activated clotting time (ACT) of Blood by Coagulation assay,Lab Test,LOINC,Valid,Standard
3004809,26508-2,Band form neutrophils/100 leukocytes in Blood,Lab Test,LOINC,Valid,Standard
4296538,386554004,Glasgow coma scale,Staging / Scales,SNOMED,Valid,Non-standard
3007591,764-1,Band form neutrophils/100 leukocytes in Blood by Manual count,Lab Test,LOINC,Valid,Standard
3040494,51879-5,Transfuse packed erythrocytes units [#],Lab Test,LOINC,Valid,Standard
3036098,38222-6,Sensory perception Braden scale,Clinical Observation,LOINC,Valid,Standard
3037318,38223-4,Physical activity Braden scale,Clinical Observation,LOINC,Valid,Standard
3035206,38224-2,Physical mobility Braden scale,Clinical Observation,LOINC,Valid,Standard
3042184,39129-2,Moisture of Skin,Clinical Observation,LOINC,Valid,Standard
3035816,38225-9,Nutrition intake pattern Braden scale,Clinical Observation,LOINC,Valid,Standard
3023368,600-7,Bacteria identified in Blood by Culture,Lab Test,LOINC,Valid,Standard
3037347,38226-7,Friction and shear Braden scale,Clinical Observation,LOINC,Valid,Standard
3036740,38228-3,Braden scale skin assessment panel,Clinical Observation,LOINC,Valid,Standard
4271649,364580005,Musculoskeletal measure,Observable Entity,SNOMED,Valid,Standard
3020149,1989-3,25-hydroxyvitamin D3 [Mass/volume] in Serum or Plasma,Lab Test,LOINC,Valid,Standard
3023230,32354-3,Hematocrit [Volume Fraction] of Arterial blood,Lab Test,LOINC,Valid,Standard
3011163,9830-1,Cholesterol.total/Cholesterol in HDL [Mass Ratio] in Serum or Plasma,Lab Test,LOINC,Valid,Standard
1616907,96823-0,Respiration [Score] SOFA,Clinical Observation,LOINC,Valid,Standard
40765643,62911-3,PhenX domain - Psychosocial,Clinical Observation,LOINC,Valid,Standard
3029719,50959-6,Indirect antiglobulin test.unspecified reagent [Presence] in Serum or Plasma,Lab Test,LOINC,Valid,Standard
3007876,5767-9,Appearance of Urine,Lab Test,LOINC,Valid,Standard
3018528,5908-9,Giant platelets [Presence] in Blood by Light microscopy,Lab Test,LOINC,Valid,Standard
3002052,5820-6,WBC casts [#/area] in Urine sediment by Microscopy low power field,Lab Test,LOINC,Valid,Standard
3018311,3097-3,Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma,Lab Test,LOINC,Valid,Standard
3037885,741-9,Microcytes [Presence] in Blood by Light microscopy,Lab Test,LOINC,Valid,Standard
3011368,779-9,Poikilocytosis [Presence] in Blood by Light microscopy,Lab Test,LOINC,Valid,Standard
3024731,30428-7,MCV [Entitic volume],Lab Test,LOINC,Valid,Standard
3003338,28540-3,MCHC [Mass/volume],Lab Test,LOINC,Valid,Standard
3035941,28539-5,MCH [Entitic mass],Lab Test,LOINC,Valid,Standard
3001079,890-4,Blood group antibody screen [Presence] in Serum or Plasma,Lab Test,LOINC,Valid,Standard
3021502,738-5,Macrocytes [Presence] in Blood by Light microscopy,Lab Test,LOINC,Valid,Standard
3044630,34530-6,ABO and Rh group panel - Blood,Lab Test,LOINC,Valid,Standard
3001008,11277-1,Epithelial cells.squamous [#/area] in Urine sediment by Microscopy high power field,Lab Test,LOINC,Valid,Standard
3051593,46418-0,INR in Capillary blood by Coagulation assay,Lab Test,LOINC,Valid,Standard
3027944,3349-8,Amphetamines [Presence] in Urine,Lab Test,LOINC,Valid,Standard
3046030,32776-7,Erythrocytes [Presence] in Urine sediment by Light microscopy,Lab Test,LOINC,Valid,Standard
3003137,26477-0,Variant lymphocytes [#/volume] in Blood,Lab Test,LOINC,Valid,Standard
4086992,248349002,Percentage weight loss,Observable Entity,SNOMED,Valid,Standard
4354254,251076008,Non-invasive arterial pressure,Observable Entity,SNOMED,Valid,Standard
36716965,723237002,Non-invasive blood pressure,Observable Entity,SNOMED,Valid,Standard
3042347,39121-9,Dressing for Wound,Clinical Observation,LOINC,Valid,Standard
40763791,60841-4,Oxygen content in Venous blood by calculation,Lab Test,LOINC,Valid,Standard
3006175,8247-9,Mucus [Presence] in Urine sediment by Light microscopy,Lab Test,LOINC,Valid,Standard
706160,94534-5,SARS-CoV-2 (COVID-19) RdRp gene [Presence] in Respiratory system specimen by NAA with probe detection,Lab Test,LOINC,Valid,Standard
4157239,273313008,Behavior rating scale,Staging / Scales,SNOMED,Valid,Standard
3043970,39107-8,Color of Skin,Clinical Observation,LOINC,Valid,Standard
3026008,630-4,Bacteria identified in Urine by Culture,Lab Test,LOINC,Valid,Standard
21490588,60836-4,Esophageal temperature,Clinical Observation,LOINC,Valid,Standard
3048530,48066-5,Fibrin D-dimer DDU [Mass/volume] in Platelet poor plasma,Lab Test,LOINC,Valid,Standard
44808211,839841000000107,Falls risk assessment tool score,Observable Entity,SNOMED,Valid,Non-standard
3016171,18043-0,Left ventricular Ejection fraction by US,Clinical Observation,LOINC,Valid,Standard
3023520,14196-0,Reticulocytes [#/volume] in Blood,Lab Test,LOINC,Valid,Standard
4093980,248347000,Percentage change in weight,Observable Entity,SNOMED,Valid,Standard
46235079,77143-6,"Carbon dioxide, total [Moles/volume] in Serum, Plasma or Blood",Lab Test,LOINC,Valid,Standard
3021303,728-6,Hypochromia [Presence] in Blood by Light microscopy,Lab Test,LOINC,Valid,Standard
3013115,26449-9,Eosinophils [#/volume] in Blood,Lab Test,LOINC,Valid,Standard
3024153,781-5,Promyelocytes [#/volume] in Blood by Manual count,Lab Test,LOINC,Valid,Standard
3006315,26444-0,Basophils [#/volume] in Blood,Lab Test,LOINC,Valid,Standard
4143063,267065001,Urine appearance,Observable Entity,SNOMED,Valid,Standard
3015280,708-8,Blasts [#/volume] in Blood by Manual count,Lab Test,LOINC,Valid,Standard
3023451,11273-0,Erythrocytes [Morphology] in Blood by Automated count,Lab Test,LOINC,Valid,Standard
21492838,80344-5,Skin integrity,Clinical Observation,LOINC,Valid,Standard
21494963,80268-6,Bowel sounds quadrant of Abdomen,Clinical Observation,LOINC,Valid,Standard
3020481,9304-7,Respiration rhythm,Clinical Observation,LOINC,Valid,Standard
3003841,8893-0,Heart rate Peripheral artery by palpation,Clinical Observation,LOINC,Valid,Standard
3001376,8889-8,Heart rate by Pulse oximetry,Clinical Observation,LOINC,Valid,Standard
3001123,28542-9,Platelet mean volume [Entitic volume] in Blood,Lab Test,LOINC,Valid,Standard
3034862,35503-2,Arterial patency Wrist artery --pre arterial puncture,Clinical Observation,LOINC,Valid,Standard
3023643,709-6,Blasts/100 leukocytes in Blood by Manual count,Lab Test,LOINC,Valid,Standard
4322628,70648006,D-dimer assay,Procedure,SNOMED,Valid,Standard
3034708,19048-8,Nucleated erythrocytes/100 leukocytes [Ratio] in Blood,Lab Test,LOINC,Valid,Standard
3037234,735-1,Variant lymphocytes/100 leukocytes in Blood by Manual count,Lab Test,LOINC,Valid,Standard
40769408,66748-5,Clot angle in Blood by Thromboelastography,Lab Test,LOINC,Valid,Standard
21490586,60834-9,Blood temperature,Clinical Observation,LOINC,Valid,Standard
3007124,17849-1,Reticulocytes/100 erythrocytes in Blood by Automated count,Lab Test,LOINC,Valid,Standard
3000067,2731-8,Parathyrin.intact [Mass/volume] in Serum or Plasma,Lab Test,LOINC,Valid,Standard
3001537,8287-5,Head Occipital-frontal circumference by Tape measure,Clinical Observation,LOINC,Valid,Standard
3023465,2874-6,Gamma globulin [Mass/volume] in Serum or Plasma by Electrophoresis,Lab Test,LOINC,Valid,Standard
40762532,59470-5,Calcium.ionized [Mass/volume] in Arterial blood,Lab Test,LOINC,Valid,Standard
3010910,26455-6,Erythrocytes [#/volume] in Body fluid,Lab Test,LOINC,Valid,Standard
