Id,Code,Name,Standard Class,Vocab,Validity,Concept
435517,51387008,Acidosis,Disorder,SNOMED,Valid,Standard
434894,267530009,Acute posthemorrhagic anemia,Disorder,SNOMED,Valid,Standard
434610,14140009,Hyperkalemia,Disorder,SNOMED,Valid,Standard
134736,161891005,Backache,Clinical Finding,SNOMED,Valid,Standard
40479192,441481004,Chronic systolic heart failure,Disorder,SNOMED,Valid,Standard
437382,301830001,Urine finding,Clinical Finding,SNOMED,Valid,Standard
75909,76069003,Disorder of bone,Disorder,SNOMED,Valid,Standard
42537748,737303004,Acquired absence of organ,Disorder,SNOMED,Valid,Standard
376208,19660004,Disorder of soft tissue,Disorder,SNOMED,Valid,Standard
437113,13791008,Asthenia,Clinical Finding,SNOMED,Valid,Standard
45768910,707444001,Uncomplicated asthma,Disorder,SNOMED,Valid,Standard
40483287,443820000,Disorder of kidney and/or ureter,Disorder,SNOMED,Valid,Standard
42539502,737295003,Transplanted kidney present,Clinical Finding,SNOMED,Valid,Standard
4008576,111552007,Diabetes mellitus without complication,Disorder,SNOMED,Valid,Standard
319049,65710008,Acute respiratory failure,Disorder,SNOMED,Valid,Standard
4152384,315615007,Non-rheumatic aortic sclerosis,Disorder,SNOMED,Valid,Standard
194984,235856003,Disease of liver,Disorder,SNOMED,Valid,Standard
43531578,771000119108,Chronic kidney disease due to type 2 diabetes mellitus,Disorder,SNOMED,Valid,Standard
4171917,274724004,Localized edema,Clinical Finding,SNOMED,Valid,Standard
77074,57676002,Joint pain,Clinical Finding,SNOMED,Valid,Standard
314666,1755008,Old myocardial infarction,Disorder,SNOMED,Valid,Standard
437264,89765005,Tobacco dependence syndrome,Disorder,SNOMED,Valid,Standard
78232,267949000,Shoulder joint pain,Clinical Finding,SNOMED,Valid,Standard
45766207,703320000,Non-rheumatic mitral valve stenosis with regurgitation,Disorder,SNOMED,Valid,Standard
4103295,25569003,Ventricular tachycardia,Disorder,SNOMED,Valid,Standard
372448,419045004,Loss of consciousness,Clinical Finding,SNOMED,Valid,Standard
27674,16932000,Nausea and vomiting,Disorder,SNOMED,Valid,Standard
4086701,282332003,No abnormality detected - examination result,Clinical Finding,SNOMED,Valid,Standard
435796,34095006,Dehydration,Disorder,SNOMED,Valid,Standard
321588,56265001,Heart disease,Disorder,SNOMED,Valid,Standard
319843,11851006,Mitral valve disorder,Disorder,SNOMED,Valid,Standard
24134,81680005,Neck pain,Clinical Finding,SNOMED,Valid,Standard
4079750,239873007,Osteoarthritis of knee,Disorder,SNOMED,Valid,Standard
442793,74627003,Complication due to diabetes mellitus,Disorder,SNOMED,Valid,Standard
441542,48694002,Anxiety,Clinical Finding,SNOMED,Valid,Standard
257011,54398005,Acute upper respiratory infection,Disorder,SNOMED,Valid,Standard
380378,84757009,Epilepsy,Disorder,SNOMED,Valid,Standard
4110192,195189003,Cerebral infarction due to thrombosis of cerebral arteries,Disorder,SNOMED,Valid,Standard
4142875,427359005,Solitary nodule of lung,Clinical Finding,SNOMED,Valid,Standard
4064161,19943007,Cirrhosis of liver,Disorder,SNOMED,Valid,Standard
4042584,166816003,Serum lipids above reference range,Clinical Finding,SNOMED,Valid,Standard
436962,193462001,Insomnia,Disorder,SNOMED,Valid,Standard
4232495,89461002,Primary cardiomyopathy,Disorder,SNOMED,Valid,Standard
443612,431857002,Chronic kidney disease stage 4,Disorder,SNOMED,Valid,Standard
443238,268519009,Diabetic - poor control,Clinical Finding,SNOMED,Valid,Non-standard
198803,266569009,Benign prostatic hyperplasia,Disorder,SNOMED,Valid,Standard
137809,93796005,Primary malignant neoplasm of female breast,Disorder,SNOMED,Valid,Non-standard
200962,93974005,Primary malignant neoplasm of prostate,Disorder,SNOMED,Valid,Standard
4322024,70995007,Pulmonary hypertension,Disorder,SNOMED,Valid,Standard
40479576,441530006,Chronic diastolic heart failure,Disorder,SNOMED,Valid,Standard
4170554,49218002,Hip pain,Clinical Finding,SNOMED,Valid,Standard
440029,34014006,Viral disease,Disorder,SNOMED,Valid,Standard
136788,18347007,Spinal stenosis of lumbar region,Disorder,SNOMED,Valid,Standard
4174262,42345000,Polyneuropathy,Disorder,SNOMED,Valid,Standard
44782429,104931000119100,Chronic kidney disease due to hypertension,Disorder,SNOMED,Valid,Standard
436222,419284004,Altered mental status,Clinical Finding,SNOMED,Valid,Standard
4029305,13644009,Hypercholesterolemia,Disorder,SNOMED,Valid,Standard
444101,46113002,Hypertensive heart failure,Disorder,SNOMED,Valid,Standard
31967,422587007,Nausea,Clinical Finding,SNOMED,Valid,Standard
4188331,46847001,Chronic pulmonary edema,Disorder,SNOMED,Valid,Standard
192450,267064002,Retention of urine,Disorder,SNOMED,Valid,Standard
4110961,194849004,Generalized ischemic myocardial dysfunction,Disorder,SNOMED,Valid,Standard
4306572,389086002,Hypoxia,Disorder,SNOMED,Valid,Standard
257907,19829001,Disorder of lung,Disorder,SNOMED,Valid,Standard
4180628,362965005,Disorder of body system,Disorder,SNOMED,Valid,Standard
4116634,301098007,Heart valve finding,Clinical Finding,SNOMED,Valid,Standard
433753,15167005,Alcohol abuse,Disorder,SNOMED,Valid,Standard
4288310,69798007,Carotid artery obstruction,Disorder,SNOMED,Valid,Standard
4206148,309585006,Syncope and collapse,Clinical Finding,SNOMED,Valid,Standard
440674,90560007,Gout,Disorder,SNOMED,Valid,Standard
315078,80313002,Palpitations,Clinical Finding,SNOMED,Valid,Standard
45768812,707323002,Anemia in chronic kidney disease,Disorder,SNOMED,Valid,Standard
4153380,371160000,Disorder of carotid artery,Disorder,SNOMED,Valid,Standard
437579,66657009,Paroxysmal ventricular tachycardia,Disorder,SNOMED,Valid,Standard
4035439,239862000,Idiopathic osteoarthritis,Disorder,SNOMED,Valid,Standard
43531681,651000119108,Acute deep vein thrombosis of lower limb,Disorder,SNOMED,Valid,Standard
4130162,237599002,Insulin treated type 2 diabetes mellitus,Disorder,SNOMED,Valid,Standard
4332246,432119003,Aneurysm,Disorder,SNOMED,Valid,Standard
321318,194828000,Angina pectoris,Disorder,SNOMED,Valid,Standard
443732,422014003,Disorder due to type 2 diabetes mellitus,Disorder,SNOMED,Valid,Standard
440417,59282003,Pulmonary embolism,Disorder,SNOMED,Valid,Standard
314665,5370000,Atrial flutter,Disorder,SNOMED,Valid,Standard
4159131,370992007,Dyslipidemia,Disorder,SNOMED,Valid,Standard
140214,271807003,Eruption,Disorder,SNOMED,Valid,Standard
4141360,426749004,Chronic atrial fibrillation,Disorder,SNOMED,Valid,Standard
77646,240134003,Disorder of bone and articular cartilage,Disorder,SNOMED,Valid,Standard
315286,413838009,Chronic ischemic heart disease,Disorder,SNOMED,Valid,Standard
320536,102594003,Electrocardiogram abnormal,Clinical Finding,SNOMED,Valid,Standard
80809,69896004,Rheumatoid arthritis,Disorder,SNOMED,Valid,Standard
4169095,48867003,Bradycardia,Clinical Finding,SNOMED,Valid,Standard
200528,389026000,Ascites,Disorder,SNOMED,Valid,Standard
4311499,93986008,Primary malignant neoplasm of respiratory tract,Disorder,SNOMED,Valid,Standard
201620,95570007,Kidney stone,Disorder,SNOMED,Valid,Standard
261325,87433001,Pulmonary emphysema,Disorder,SNOMED,Valid,Standard
192671,74474003,Gastrointestinal hemorrhage,Disorder,SNOMED,Valid,Standard
4116635,301099004,Aortic valve finding,Clinical Finding,SNOMED,Valid,Standard
201618,85919009,Disorder of intestine,Disorder,SNOMED,Valid,Standard
40481089,444816006,Embolism from thrombosis of vein of lower extremity,Disorder,SNOMED,Valid,Standard
4177703,429040005,Ulcer,Disorder,SNOMED,Valid,Standard
198124,90708001,Kidney disease,Disorder,SNOMED,Valid,Standard
437246,47903000,Vitamin B deficiency,Disorder,SNOMED,Valid,Standard
313459,73430006,Sleep apnea,Disorder,SNOMED,Valid,Standard
441969,168501001,Radiology result abnormal,Clinical Finding,SNOMED,Valid,Standard
441408,422400008,Vomiting,Disorder,SNOMED,Valid,Standard
45766714,703938007,Inflammatory dermatosis,Disorder,SNOMED,Valid,Standard
4190644,415116008,Platelet count below reference range,Clinical Finding,SNOMED,Valid,Standard
4329041,22253000,Pain,Clinical Finding,SNOMED,Valid,Standard
444094,118185001,Finding related to pregnancy,Clinical Finding,SNOMED,Valid,Standard
4163261,399068003,Malignant tumor of prostate,Disorder,SNOMED,Valid,Standard
42537730,737278006,Coronary artery graft present,Clinical Finding,SNOMED,Valid,Standard
257007,61582004,Allergic rhinitis,Disorder,SNOMED,Valid,Standard
40482801,443694000,Uncontrolled type 2 diabetes mellitus,Disorder,SNOMED,Valid,Non-standard
194692,266468003,Cirrhosis - non-alcoholic,Disorder,SNOMED,Valid,Standard
137275,129565002,Disorder of muscle,Disorder,SNOMED,Valid,Standard
439297,193589009,Nuclear senile cataract,Disorder,SNOMED,Valid,Standard
375415,82271004,Injury of head,Disorder,SNOMED,Valid,Standard
4098604,190855004,Hypomagnesemia,Disorder,SNOMED,Valid,Standard
201254,46635009,Type 1 diabetes mellitus,Disorder,SNOMED,Valid,Standard
42537742,737297006,Transplanted liver present,Clinical Finding,SNOMED,Valid,Standard
437247,234347009,Anemia of chronic disease,Disorder,SNOMED,Valid,Standard
4195892,79955004,Chronic cor pulmonale,Disorder,SNOMED,Valid,Standard
42690761,1074701000000101,Unable to assess risk,Clinical Finding,SNOMED,Valid,Standard
4157332,372064008,Malignant neoplasm of female breast,Disorder,SNOMED,Valid,Non-standard
4190500,414478003,Blood leukocyte number above reference range,Clinical Finding,SNOMED,Valid,Standard
257004,195951007,Acute exacerbation of chronic obstructive pulmonary disease,Disorder,SNOMED,Valid,Standard
443432,386806002,Impaired cognition,Clinical Finding,SNOMED,Valid,Standard
4158911,274097009,Non-rheumatic heart valve disorder,Disorder,SNOMED,Valid,Standard
443412,313435000,Type 1 diabetes mellitus without complication,Disorder,SNOMED,Valid,Non-standard
37017182,713413001,Joint pain of pelvic region,Clinical Finding,SNOMED,Valid,Standard
4133044,279084009,Chest discomfort,Clinical Finding,SNOMED,Valid,Standard
434004,21639008,Hypervolemia,Clinical Finding,SNOMED,Valid,Standard
197684,49650001,Dysuria,Clinical Finding,SNOMED,Valid,Standard
439696,194779001,Hypertensive heart and renal disease with (congestive) heart failure,Disorder,SNOMED,Valid,Standard
196236,76571007,Septic shock,Disorder,SNOMED,Valid,Standard
601619,468231000124100,Pain of right knee joint,Clinical Finding,SNOMED,Valid,Standard
4166666,45326000,Shoulder pain,Clinical Finding,SNOMED,Valid,Standard
36712983,15960141000119102,Angina co-occurrent and due to coronary arteriosclerosis,Disorder,SNOMED,Valid,Standard
4090425,247325003,Altered sensation of skin,Clinical Finding,SNOMED,Valid,Standard
4270024,401314000,Acute non-ST segment elevation myocardial infarction,Disorder,SNOMED,Valid,Standard
4263848,60845006,Dyspnea on exertion,Clinical Finding,SNOMED,Valid,Standard
80824,18040001,Senile osteoporosis,Disorder,SNOMED,Valid,Standard
4009585,102866000,Abnormal urine,Clinical Finding,SNOMED,Valid,Standard
443883,2704003,Acute disease,Disorder,SNOMED,Valid,Standard
441840,404684003,Clinical finding,Clinical Finding,SNOMED,Valid,Standard
4353709,250845006,Intracerebral vascular finding,Clinical Finding,SNOMED,Valid,Standard
4014295,169826009,Single live birth,Clinical Finding,SNOMED,Valid,Standard
133299,80068009,Swelling of limb,Clinical Finding,SNOMED,Valid,Standard
601622,468261000124109,Pain of left knee region,Clinical Finding,SNOMED,Valid,Standard
79864,53298000,Hematuria syndrome,Disorder,SNOMED,Valid,Standard
197381,79922009,Epigastric pain,Clinical Finding,SNOMED,Valid,Standard
435788,87049008,Disorder of phosphorus metabolism,Disorder,SNOMED,Valid,Standard
4301699,386033004,Neuropathy,Disorder,SNOMED,Valid,Standard
443211,236646007,Benign prostatic hyperplasia with outflow obstruction,Disorder,SNOMED,Valid,Standard
4088740,248657009,Pounding heart,Clinical Finding,SNOMED,Valid,Standard
381316,230690007,Cerebrovascular accident,Disorder,SNOMED,Valid,Standard
374375,18070006,Impacted cerumen,Disorder,SNOMED,Valid,Standard
138825,201101007,Actinic keratosis,Disorder,SNOMED,Valid,Standard
4189343,60573004,Aortic valve stenosis,Disorder,SNOMED,Valid,Standard
376065,421326000,Disorder of nervous system due to type 2 diabetes mellitus,Disorder,SNOMED,Valid,Standard
443580,417996009,Systolic heart failure,Disorder,SNOMED,Valid,Standard
135930,106028002,Musculoskeletal finding,Clinical Finding,SNOMED,Valid,Standard
132736,5758002,Bacteremia,Clinical Finding,SNOMED,Valid,Standard
434613,21897009,Generalized anxiety disorder,Disorder,SNOMED,Valid,Standard
75650,29738008,Proteinuria,Clinical Finding,SNOMED,Valid,Standard
4087144,248478002,Swelling - edema - symptom,Clinical Finding,SNOMED,Valid,Non-standard
443729,422166005,Peripheral circulatory disorder due to type 2 diabetes mellitus,Disorder,SNOMED,Valid,Standard
432795,417163006,Traumatic or non-traumatic injury,Disorder,SNOMED,Valid,Standard
443587,418304008,Diastolic heart failure,Disorder,SNOMED,Valid,Standard
40480602,443253003,Acute on chronic systolic heart failure,Disorder,SNOMED,Valid,Standard
4041283,118222006,General finding of observation of patient,Clinical Finding,SNOMED,Valid,Non-standard
4275423,6456007,Supraventricular tachycardia,Disorder,SNOMED,Valid,Standard
381591,62914000,Cerebrovascular disease,Disorder,SNOMED,Valid,Standard
4111098,194984004,"Aortic stenosis, non-rheumatic",Disorder,SNOMED,Valid,Standard
141932,398838000,Senile hyperkeratosis,Disorder,SNOMED,Valid,Standard
4233565,360549009,Severe protein-calorie malnutrition (Gomez: less than 60 percent of standard weight),Disorder,SNOMED,Valid,Standard
192279,127013003,Disorder of kidney due to diabetes mellitus,Disorder,SNOMED,Valid,Standard
43530605,1001000119102,Pulmonary embolism with pulmonary infarction,Disorder,SNOMED,Valid,Standard
44782655,698296002,Acute exacerbation of chronic congestive heart failure,Disorder,SNOMED,Valid,Standard
443257,276438008,Swelling / lump finding,Clinical Finding,SNOMED,Valid,Non-standard
443730,422088007,Disorder of nervous system due to diabetes mellitus,Disorder,SNOMED,Valid,Standard
201965,27942005,Shock,Disorder,SNOMED,Valid,Standard
380055,93727008,Primary malignant neoplasm of brain,Disorder,SNOMED,Valid,Standard
4245252,396152005,Prostate specific antigen above reference range,Clinical Finding,SNOMED,Valid,Standard
4059015,161898004,Falls,Clinical Finding,SNOMED,Valid,Standard
25297,363746003,Acute pharyngitis,Disorder,SNOMED,Valid,Standard
37311061,840539006,COVID-19,Disorder,SNOMED,Valid,Standard
435243,66590003,Alcohol dependence,Disorder,SNOMED,Valid,Standard
4012368,162116003,Increased frequency of urination,Clinical Finding,SNOMED,Valid,Standard
442615,64586002,Carotid artery stenosis,Disorder,SNOMED,Valid,Standard
137989,274525000,Abnormal results of cardiovascular function studies,Clinical Finding,SNOMED,Valid,Standard
4027396,128192007,Peripheral neuritis,Disorder,SNOMED,Valid,Standard
201072,254902007,Benign prostatic hyperplasia without outflow obstruction,Disorder,SNOMED,Valid,Standard
4150125,279047007,Persistent pain following procedure,Clinical Finding,SNOMED,Valid,Standard
437038,34436003,Blood in urine,Clinical Finding,SNOMED,Valid,Standard
441051,74883004,Thoracic aortic aneurysm without rupture,Disorder,SNOMED,Valid,Standard
78097,94222008,Metastatic malignant neoplasm to bone,Disorder,SNOMED,Valid,Non-standard
4187218,415126001,Pneumonitis caused by inhaled substance,Disorder,SNOMED,Valid,Standard
4232697,440059007,Persistent atrial fibrillation,Disorder,SNOMED,Valid,Standard
4201745,53619000,Disorder of digestive system,Disorder,SNOMED,Valid,Standard
75865,128606002,Disorder of the urinary system,Disorder,SNOMED,Valid,Standard
4111409,194983005,"Aortic incompetence, non-rheumatic",Disorder,SNOMED,Valid,Standard
4103703,2901004,Melena,Disorder,SNOMED,Valid,Standard
4024561,10601006,Pain in lower limb,Clinical Finding,SNOMED,Valid,Standard
442019,116224001,Complication of procedure,Disorder,SNOMED,Valid,Standard
4117695,287047008,Pain in left lower limb,Clinical Finding,SNOMED,Valid,Standard
381270,49049000,Parkinson's disease,Disorder,SNOMED,Valid,Standard
42538117,739024006,Transplanted heart present,Clinical Finding,SNOMED,Valid,Standard
135777,95087004,Neoplasm of uncertain behavior of skin,Disorder,SNOMED,Valid,Standard
433163,238107002,Deficiency of macronutrients,Disorder,SNOMED,Valid,Standard
4115171,287048003,Pain in right lower limb,Clinical Finding,SNOMED,Valid,Standard
37017432,713706002,Polyneuropathy due to type 2 diabetes mellitus,Disorder,SNOMED,Valid,Standard
441829,267446004,Hyperosmolality and or hypernatremia,Disorder,SNOMED,Valid,Standard
4108815,194978002,Non-rheumatic mitral regurgitation,Disorder,SNOMED,Valid,Standard
140821,45352006,Spasm,Clinical Finding,SNOMED,Valid,Standard
443601,431856006,Chronic kidney disease stage 2,Disorder,SNOMED,Valid,Standard
200843,300471006,Finding of frequency of urination,Clinical Finding,SNOMED,Valid,Standard
201061,39839004,Diaphragmatic hernia,Disorder,SNOMED,Valid,Standard
40484935,442756004,Measurement finding above reference range,Clinical Finding,SNOMED,Valid,Standard
604801,1003722009,Pain of knee region,Clinical Finding,SNOMED,Valid,Standard
442752,68962001,Muscle pain,Clinical Finding,SNOMED,Valid,Standard
4000609,119291004,Disorder of upper gastrointestinal tract,Disorder,SNOMED,Valid,Standard
4134121,128196005,Lumbar radiculopathy,Disorder,SNOMED,Valid,Standard
40481043,443344007,Acute on chronic diastolic heart failure,Disorder,SNOMED,Valid,Standard
439147,48167000,Amnesia,Clinical Finding,SNOMED,Valid,Standard
194995,128073008,Disorder of ureter,Disorder,SNOMED,Valid,Standard
443388,363358000,Malignant tumor of lung,Disorder,SNOMED,Valid,Standard
257012,40055000,Chronic sinusitis,Disorder,SNOMED,Valid,Standard
43530727,291571000119106,Spontaneous cerebral hemorrhage,Disorder,SNOMED,Valid,Standard
433811,43064006,Hydronephrosis,Disorder,SNOMED,Valid,Standard
4152351,271835004,"Abdominal distension, gaseous",Clinical Finding,SNOMED,Valid,Standard
321314,75878002,Abdominal aortic aneurysm without rupture,Disorder,SNOMED,Valid,Standard
436665,13746004,Bipolar disorder,Disorder,SNOMED,Valid,Standard
197988,102614006,Generalized abdominal pain,Clinical Finding,SNOMED,Valid,Standard
320136,50043002,Disorder of respiratory system,Disorder,SNOMED,Valid,Standard
377889,15188001,Hearing loss,Disorder,SNOMED,Valid,Standard
432585,64779008,Blood coagulation disorder,Disorder,SNOMED,Valid,Standard
443272,269735005,Injury undetermined whether accidentally or purposely inflicted,Disorder,SNOMED,Valid,Standard
134898,190237002,Non-toxic uninodular goiter,Disorder,SNOMED,Valid,Standard
440371,414029004,Disorder of immune function,Disorder,SNOMED,Valid,Standard
4042728,166922008,Blood glucose outside reference range,Clinical Finding,SNOMED,Valid,Standard
443731,420279001,Renal disorder due to type 2 diabetes mellitus,Disorder,SNOMED,Valid,Standard
4110815,194424005,Sensorineural hearing loss of bilateral ears,Disorder,SNOMED,Valid,Standard
372309,32595002,Mononeuritis,Disorder,SNOMED,Valid,Standard
80813,48210000,Lumbosacral spondylosis without myelopathy,Disorder,SNOMED,Valid,Standard
4256761,408574004,Imaging result abnormal,Clinical Finding,SNOMED,Valid,Standard
4150384,310439007,Urine cytology abnormal,Clinical Finding,SNOMED,Valid,Standard
200174,80659006,Disorder of skin and/or subcutaneous tissue,Disorder,SNOMED,Valid,Standard
435613,128045006,Cellulitis,Disorder,SNOMED,Valid,Standard
257581,281239006,Acute asthma,Disorder,SNOMED,Valid,Standard
4346975,239880009,Lumbar spondylosis,Disorder,SNOMED,Valid,Standard
4203096,309529002,Lung mass,Clinical Finding,SNOMED,Valid,Standard
37119138,724556004,Iron deficiency anemia due to blood loss,Disorder,SNOMED,Valid,Standard
433740,234532001,Immunodeficiency disorder,Disorder,SNOMED,Valid,Standard
4236484,91019004,Paresthesia,Clinical Finding,SNOMED,Valid,Standard
72418,298382003,Scoliosis deformity of spine,Disorder,SNOMED,Valid,Standard
313226,266254007,Carotid artery occlusion,Disorder,SNOMED,Valid,Standard
4182210,52448006,Dementia,Disorder,SNOMED,Valid,Standard
44784631,98921000119102,Pain due to neoplastic disease,Clinical Finding,SNOMED,Valid,Standard
312934,81817003,Atherosclerosis of aorta,Disorder,SNOMED,Valid,Standard
444406,70422006,Acute subendocardial infarction,Disorder,SNOMED,Valid,Standard
4327889,429098002,Thromboembolism of vein,Disorder,SNOMED,Valid,Standard
194081,68226007,Acute cystitis,Disorder,SNOMED,Valid,Standard
4169905,47933007,Foot pain,Clinical Finding,SNOMED,Valid,Standard
257628,55464009,Systemic lupus erythematosus,Disorder,SNOMED,Valid,Standard
3655355,860914002,Erectile dysfunction,Disorder,SNOMED,Valid,Standard
260139,10509002,Acute bronchitis,Disorder,SNOMED,Valid,Standard
